student_id,study_hours,attendance_pct,mock_test_1,mock_test_2,mock_test_3,income_bracket,city,enrollment_date,shoe_size,lucky_number,final_score
9,9.9,66.6,83.3,78.5,76.8,Low,Bengaluru,2025-03-20,7.1,8,80.3
157,10.5,62.0,62.4,62.0,61.6,Low,Delhi,2024-11-16,7.9,29,71.9
28,11.5,77.0,59.5,44.9,58.3,Low,Pune,2025-05-13,10.1,97,84.6
267,10.6,76.3,40.2,51.1,36.5,High,Bengaluru,2025-09-15,6.9,7,86.5
65,12.8,88.5,44.7,48.5,57.1,Medium,Pune,2024-04-19,7.8,81,92.1
256,13.1,92.0,54.3,43.5,43.4,Medium,Mumbai,2024-03-29,6.6,35,96.0
314,11.8,67.4,66.0,66.4,62.9,Low,Mumbai,2025-08-27,7.3,13,82.5
154,8.1,58.4,49.3,45.1,46.6,Low,Delhi,2025-02-25,9.5,57,66.6
49,12.7,85.6,49.0,46.3,35.3,Low,Delhi,2024-03-20,6.6,93,88.7
209,6.5,71.7,100.0,97.9,96.0,Low,Pune,2025-04-26,8.6,3,82.2
288,10.2,72.0,50.1,73.3,59.3,Medium,Pune,2025-04-05,7.0,34,80.7
2,5.8,88.4,45.3,45.1,50.6,High,Mumbai,2024-09-19,9.1,85,84.6
270,10.0,100.0,85.8,66.2,73.5,Low,Mumbai,2024-10-13,8.3,35,100.0
266,14.1,48.2,57.4,63.0,54.1,Medium,Bengaluru,2024-07-20,6.4,57,76.2
323,14.7,57.6,67.0,66.5,63.7,Low,Delhi,2025-10-27,7.7,37,85.8
413,7.3,83.3,39.8,26.3,36.5,Medium,Bengaluru,2024-08-01,10.4,35,75.1
96,4.2,68.6,81.1,83.1,73.5,Low,Delhi,2024-09-24,7.8,27,70.8
459,11.3,75.0,85.1,75.7,87.9,Medium,Mumbai,2025-01-28,9.3,21,91.5
486,9.3,84.5,46.1,47.2,45.2,Medium,Mumbai,2024-10-18,9.6,41,80.7
347,7.6,100.0,65.1,63.8,61.5,Medium,Mumbai,2025-11-27,8.2,22,83.8
117,10.9,85.7,94.5,77.4,77.0,High,Mumbai,2024-05-10,6.2,55,91.8
46,10.9,72.6,45.7,41.1,44.2,Low,Mumbai,2024-10-03,6.0,70,76.0
162,,74.7,48.0,48.9,50.4,Medium,Mumbai,2024-05-14,6.5,46,72.9
382,15.2,89.2,25.5,21.7,22.4,Low,Delhi,2025-08-04,7.3,1,86.2
118,10.1,78.6,43.9,55.2,60.2,Low,Mumbai,2025-02-12,8.8,20,73.1
289,8.8,58.8,91.9,95.9,86.6,Medium,Pune,2025-04-11,7.3,71,79.6
78,10.6,93.7,100.0,100.0,96.4,High,Mumbai,2025-10-06,8.9,22,94.2
389,11.1,37.5,55.7,71.8,62.7,Medium,Delhi,2025-06-08,9.5,49,75.2
64,12.3,63.5,70.1,79.3,87.1,Medium,Bengaluru,2025-03-21,8.1,47,82.6
390,4.3,49.4,49.5,46.0,44.3,Medium,Pune,2024-11-14,8.7,43,57.8
386,6.8,79.3,63.0,57.7,63.2,High,Mumbai,2025-11-02,7.4,1,76.6
231,4.1,81.7,51.2,54.7,44.7,Low,Bengaluru,2025-01-23,9.3,17,66.9
298,8.5,90.9,49.2,45.6,48.5,Low,Delhi,2025-08-24,8.6,32,75.6
187,10.7,86.9,52.0,54.5,44.7,Low,Delhi,2024-11-11,6.0,68,77.6
335,10.1,63.7,69.7,63.2,69.1,High,Pune,2025-10-19,8.1,91,83.3
200,9.3,72.0,45.3,39.2,39.0,High,Delhi,2025-07-03,8.6,5,74.4
450,11.5,30.0,63.1,56.0,58.1,Medium,Bengaluru,2025-06-04,8.3,41,65.4
122,10.7,75.5,60.3,60.3,55.9,Medium,Pune,2024-03-02,8.7,47,81.7
465,5.5,74.5,70.4,70.6,75.0,Medium,Bengaluru,2024-12-24,4.8,66,69.9
430,11.6,76.1,75.6,82.1,69.3,Medium,Pune,2025-03-03,7.2,19,94.2
308,15.2,56.3,78.5,78.6,67.0,Medium,Pune,2025-10-10,7.4,74,95.0
458,6.6,100.0,54.1,57.7,62.0,High,Delhi,2024-07-18,10.9,52,87.0
159,8.0,93.2,27.7,27.3,22.2,Medium,Pune,2025-02-05,7.1,82,69.4
86,11.9,100.0,44.1,58.5,59.8,Low,Pune,2025-04-06,7.0,11,92.4
226,10.9,96.9,68.4,69.3,65.6,Medium,Delhi,2025-11-07,8.8,40,92.3
263,10.9,86.1,68.2,72.8,68.7,Low,Delhi,2024-09-16,9.0,44,91.4
332,,98.4,44.2,34.6,49.8,Medium,Delhi,2025-07-01,8.5,62,99.7
491,14.3,88.1,53.1,55.6,54.6,Medium,Pune,2024-08-30,7.5,97,89.3
77,8.3,95.0,80.0,79.6,74.9,Medium,Delhi,2025-02-01,7.2,29,85.1
387,11.8,93.7,72.4,69.1,81.8,High,Pune,2025-02-08,7.1,79,99.4
372,15.3,59.9,69.1,71.0,68.4,Low,Delhi,2024-12-21,8.6,57,94.1
88,10.0,62.4,42.5,34.0,45.3,High,Bengaluru,2024-02-07,8.3,62,76.6
500,4.0,87.4,55.6,49.7,40.3,Medium,Pune,2025-03-02,8.4,30,66.6
183,8.4,93.8,44.8,36.8,54.0,Medium,Delhi,2024-05-12,8.7,85,85.3
106,9.2,83.1,78.7,67.4,65.1,High,Pune,2025-09-10,8.1,65,84.5
397,13.0,64.9,59.7,66.4,74.9,Low,Delhi,2025-04-20,10.7,55,84.8
50,10.3,84.9,68.9,59.8,69.6,Low,Pune,2024-12-12,7.0,85,93.7
379,16.4,73.4,72.9,64.6,59.4,High,Mumbai,2025-05-16,6.9,26,95.2
6,4.8,66.8,68.1,71.8,70.6,Low,Delhi,2025-11-11,7.5,67,68.6
18,6.2,64.7,63.8,51.9,64.5,Medium,Mumbai,2024-09-21,8.9,24,68.4
235,,79.2,61.8,59.4,64.8,Low,Bengaluru,2025-02-22,8.5,88,77.1
446,4.1,69.7,53.5,80.0,65.7,Medium,Mumbai,2024-02-24,5.9,81,60.7
395,12.8,70.3,30.3,26.6,28.0,Medium,Mumbai,2024-01-28,7.1,77,78.1
107,6.2,86.4,42.7,48.1,33.7,Medium,Delhi,2024-10-21,7.4,96,70.7
135,4.1,70.3,59.2,52.7,64.4,Medium,Delhi,2024-04-30,8.8,85,64.6
402,10.8,76.5,61.6,61.0,46.7,Medium,Pune,2025-07-20,7.3,91,86.2
227,20.1,79.2,65.3,71.8,65.5,Medium,Mumbai,2024-10-04,11.2,38,100.0
215,8.7,71.8,14.1,15.0,19.4,Medium,Delhi,2025-09-24,9.2,77,73.5
191,16.9,79.7,79.8,87.3,75.3,Medium,Delhi,2025-02-23,6.5,41,100.0
440,11.7,88.0,72.0,76.0,72.3,High,Mumbai,2025-01-27,9.9,21,100.0
321,13.1,67.8,35.9,51.1,39.3,Medium,Mumbai,2024-10-11,7.0,46,87.4
283,13.7,100.0,15.2,36.4,32.8,Low,Pune,2025-09-03,7.4,96,90.6
30,11.7,98.5,79.4,72.8,72.4,High,Pune,2025-01-29,7.5,44,100.0
170,9.8,36.5,50.4,50.8,50.6,High,Mumbai,2024-08-22,8.1,81,67.5
181,15.2,87.3,31.2,52.9,47.6,Medium,Pune,2025-11-12,10.0,99,91.3
101,,82.7,76.6,78.5,73.7,Medium,Mumbai,2024-04-21,7.3,62,87.8
198,8.4,60.5,60.3,46.2,47.0,High,Bengaluru,2025-02-04,6.4,94,75.0
210,8.7,84.7,63.5,61.9,63.8,Medium,Pune,2024-11-05,8.6,29,79.5
136,5.9,70.7,85.8,77.2,86.6,Low,Pune,2024-02-21,7.0,46,75.8
470,6.2,75.5,38.3,33.6,33.3,High,Mumbai,2024-04-17,8.6,24,82.0
428,16.9,81.2,67.7,70.4,75.5,Medium,Bengaluru,2025-09-07,7.9,18,93.6
199,10.0,61.3,71.8,81.0,84.6,Low,Pune,2024-12-25,7.2,93,82.9
374,,75.9,28.8,45.5,24.6,High,Delhi,2025-08-18,7.7,22,84.0
167,13.7,50.8,98.2,100.0,94.5,Low,Pune,2025-09-20,7.4,11,86.2
421,10.4,70.2,50.2,45.6,52.4,Low,Delhi,2025-07-29,7.3,75,76.6
137,11.3,72.2,50.3,62.4,59.0,Low,Bengaluru,2025-02-10,8.8,20,81.4
286,8.1,78.7,71.0,65.9,64.3,Medium,Pune,2025-05-25,7.3,7,77.5
336,5.1,61.6,88.4,88.4,87.2,Medium,Pune,2024-01-09,8.1,11,79.5
132,4.5,100.0,51.1,70.1,50.1,High,Pune,2024-01-12,10.2,22,83.9
40,12.6,63.2,79.3,71.9,73.9,Low,Pune,2024-08-12,10.3,92,78.5
216,14.0,56.8,40.1,39.4,39.7,Medium,Delhi,2025-08-27,8.9,73,81.8
44,10.9,72.3,60.9,56.9,66.3,Medium,Pune,2024-09-02,8.3,65,87.6
55,8.1,73.7,31.1,41.5,41.7,Low,Delhi,2024-12-07,7.3,11,64.4
474,10.7,84.3,36.3,29.6,22.6,Low,Bengaluru,2024-02-04,6.8,54,76.8
300,11.3,75.6,42.9,43.7,41.7,High,Bengaluru,2024-02-04,9.1,91,91.6
455,10.3,64.3,83.3,79.5,69.2,Medium,Bengaluru,2025-04-12,5.5,41,89.3
305,9.8,94.3,56.8,58.4,51.1,Medium,Mumbai,2024-07-19,4.2,88,84.1
36,14.5,84.6,54.2,64.4,66.3,Low,Pune,2024-05-25,9.0,40,88.3
316,8.8,79.7,84.8,89.7,84.3,Medium,Bengaluru,2024-12-22,6.7,64,82.1
310,16.9,78.3,60.6,56.4,46.5,Low,Pune,2025-07-14,6.9,68,92.2
277,6.9,58.6,42.9,43.3,54.3,Medium,Pune,2025-10-23,5.2,42,61.4
125,13.3,82.1,58.4,57.1,53.9,Medium,Pune,2024-03-27,8.3,35,97.4
143,1.5,100.0,15.5,46.2,24.2,Medium,Mumbai,2024-12-29,6.9,68,56.4
111,11.7,59.5,84.0,84.7,72.3,Low,Pune,2025-07-11,5.4,7,87.3
324,13.0,43.3,40.4,36.6,30.4,Medium,Bengaluru,2024-10-22,7.3,29,65.7
333,7.2,58.1,66.4,74.7,79.0,High,Delhi,2025-08-31,4.4,40,80.8
394,11.8,75.6,54.0,68.8,63.0,Medium,Delhi,2025-01-20,5.7,28,87.6
436,7.6,83.8,68.4,53.0,42.3,Medium,Delhi,2025-03-12,9.1,76,75.1
108,8.6,81.7,49.3,41.8,46.9,Low,Bengaluru,2024-01-03,9.5,6,74.3
443,11.4,82.4,31.8,33.3,39.3,High,Mumbai,2024-08-03,10.0,32,83.7
13,10.3,76.5,57.9,56.4,53.8,Medium,Delhi,2025-09-03,6.6,8,80.6
273,9.6,78.8,46.6,58.2,52.9,Low,Mumbai,2025-09-01,10.2,6,81.4
48,10.9,59.9,63.3,71.1,80.3,Low,Mumbai,2024-01-31,6.7,32,90.2
204,12.6,74.1,44.5,62.1,65.6,Medium,Delhi,2025-04-04,9.8,73,87.5
425,6.4,72.5,62.4,63.3,58.7,High,Delhi,2025-07-08,7.3,50,75.5
120,9.0,96.8,40.6,49.8,55.1,Low,Mumbai,2024-07-18,8.8,1,79.7
22,7.3,61.7,48.2,60.0,75.4,High,Pune,2024-09-24,7.0,73,76.3
403,13.3,72.8,60.6,58.6,63.1,Medium,Delhi,2025-02-14,6.0,22,91.5
84,8.5,58.9,56.7,61.9,63.0,Low,Bengaluru,2024-08-16,8.4,90,75.0
131,,99.2,39.3,47.2,47.1,High,Bengaluru,2024-10-24,9.9,20,87.5
480,20.4,81.7,88.5,83.9,99.4,High,Bengaluru,2024-01-26,7.1,28,100.0
330,7.9,34.9,69.8,77.1,86.1,Low,Pune,2025-10-13,8.4,44,57.3
230,8.9,58.2,68.7,70.2,60.9,High,Mumbai,2025-06-01,8.0,40,76.2
492,11.5,97.2,62.9,55.4,69.4,High,Delhi,2025-05-20,11.6,41,97.4
287,11.1,75.7,46.8,44.3,40.2,Medium,Pune,2024-02-19,9.3,76,78.8
124,15.4,65.7,63.5,56.9,57.7,Medium,Bengaluru,2024-07-21,8.8,4,85.4
34,,81.8,60.3,64.9,68.2,Medium,Delhi,2025-11-05,8.5,33,75.1
472,8.4,73.4,75.0,74.3,76.6,High,Bengaluru,2025-05-11,10.1,50,87.2
5,2.2,30.5,58.8,51.6,67.4,High,Pune,2024-11-07,7.6,67,57.0
412,0.7,81.0,96.5,100.0,100.0,High,Bengaluru,2024-09-02,5.6,75,81.9
20,9.8,99.4,57.7,72.2,59.0,High,Pune,2025-01-03,9.5,50,88.7
220,7.2,59.7,71.8,71.0,73.4,Medium,Bengaluru,2024-11-26,8.4,25,78.8
380,8.2,74.6,72.3,81.6,84.5,Medium,Pune,2025-06-01,9.3,40,84.8
497,2.7,86.5,66.7,64.1,57.6,Medium,Pune,2024-03-25,9.3,19,72.7
420,15.4,46.8,51.6,46.5,65.9,Medium,Mumbai,2024-12-10,8.1,2,75.9
357,10.9,80.0,53.3,55.3,54.0,High,Bengaluru,2025-09-01,9.5,32,86.5
150,10.6,69.1,71.3,76.2,89.8,Low,Pune,2024-09-24,9.5,88,86.2
225,10.4,61.2,53.3,39.9,43.0,High,Bengaluru,2024-07-28,5.0,43,80.0
248,17.3,82.7,34.8,28.4,30.1,Low,Pune,2025-07-31,7.0,30,96.0
441,9.2,78.2,42.4,50.5,59.9,Medium,Bengaluru,2024-12-06,8.5,43,82.2
152,5.9,72.4,82.1,78.8,63.1,Medium,Delhi,2025-04-29,7.7,11,77.1
479,10.0,53.7,63.6,58.7,50.5,High,Pune,2024-12-27,11.7,45,77.0
318,7.2,78.7,71.2,68.1,70.3,Medium,Pune,2024-09-02,8.1,21,82.8
292,10.6,56.2,53.4,60.3,52.8,Medium,Bengaluru,2024-12-19,9.7,26,68.3
234,14.8,72.2,52.6,70.8,58.5,Medium,Pune,2024-09-04,8.1,52,94.0
11,13.5,51.6,41.9,33.9,37.9,Low,Mumbai,2025-05-16,8.7,43,73.8
280,,55.5,65.5,44.8,50.7,Low,Pune,2025-04-26,5.4,54,71.4
72,5.5,74.0,42.0,34.8,47.1,High,Mumbai,2024-05-18,7.7,55,64.5
253,16.9,59.8,44.1,52.1,38.3,High,Bengaluru,2024-06-30,9.4,44,88.5
93,8.3,100.0,70.9,72.7,74.7,Medium,Delhi,2025-11-29,4.7,48,99.6
478,5.4,68.8,39.4,39.4,37.4,Low,Pune,2024-05-21,8.9,71,64.5
350,15.9,89.5,62.3,62.9,64.2,High,Bengaluru,2025-11-23,9.6,42,100.0
416,,92.4,28.9,55.4,58.9,Medium,Pune,2024-12-31,6.4,68,88.5
375,,46.6,53.2,57.5,60.3,Low,Mumbai,2025-02-20,6.3,55,67.6
401,9.3,80.8,74.4,75.1,74.4,Medium,Delhi,2024-01-16,7.8,92,95.0
193,8.5,89.3,47.9,50.2,55.8,Medium,Delhi,2024-02-27,8.8,70,86.8
258,8.5,87.8,73.0,60.9,61.4,Medium,Delhi,2025-05-10,9.8,79,78.5
481,10.9,82.0,67.8,77.6,66.2,Medium,Pune,2024-07-02,7.6,47,95.2
340,,70.0,51.4,61.9,57.2,Medium,Mumbai,2024-01-17,8.9,53,82.2
489,6.6,70.5,60.1,73.2,66.3,Medium,Delhi,2025-08-29,8.8,83,71.3
196,6.4,63.3,91.9,78.3,95.1,Low,Delhi,2024-08-27,8.1,87,76.6
344,11.7,73.6,43.1,51.0,56.5,Low,Pune,2025-10-07,6.9,48,80.1
138,13.4,58.3,66.4,65.6,59.3,Low,Bengaluru,2025-06-07,6.8,84,80.1
261,9.0,93.7,67.9,60.7,70.8,Low,Mumbai,2025-04-12,8.3,26,88.3
39,6.7,39.1,66.5,66.1,75.8,High,Delhi,2025-03-28,7.8,34,71.3
202,15.6,71.3,49.7,51.6,46.0,Medium,Bengaluru,2024-04-05,4.9,76,91.9
467,8.8,71.2,42.1,38.1,49.2,Medium,Delhi,2024-08-31,6.5,3,70.6
291,9.0,63.8,52.6,65.2,71.4,Low,Delhi,2025-02-09,8.5,25,75.9
449,14.5,80.7,50.2,60.0,59.8,Medium,Mumbai,2024-12-01,9.1,8,100.0
190,16.6,68.6,63.1,61.2,46.4,Low,Delhi,2025-05-03,6.3,12,92.5
252,11.4,70.5,79.0,82.2,80.4,Medium,Delhi,2025-07-09,7.0,43,90.8
113,7.6,53.6,42.5,48.2,39.1,Low,Mumbai,2025-08-16,9.1,18,61.1
438,5.7,73.7,8.7,17.3,24.2,Medium,Bengaluru,2024-05-06,7.8,44,60.1
184,14.4,67.2,76.9,63.5,65.4,Low,Pune,2024-04-06,6.0,28,94.7
153,3.3,100.0,67.3,59.0,71.8,Medium,Mumbai,2025-11-06,6.5,99,72.9
313,,78.8,51.5,58.1,47.4,Medium,Bengaluru,2024-09-02,8.6,35,96.9
326,,75.4,78.6,77.6,73.8,Low,Bengaluru,2025-06-22,6.9,8,87.1
192,9.3,71.3,65.7,69.5,68.9,Low,Mumbai,2024-12-04,7.9,14,87.0
45,10.5,71.2,56.7,40.3,48.3,Medium,Delhi,2025-10-14,8.5,37,75.1
445,8.6,79.3,55.6,62.8,57.0,Medium,Pune,2024-08-19,9.1,47,78.3
276,11.5,78.0,62.1,42.0,76.2,Medium,Delhi,2025-09-19,8.7,15,90.9
7,10.5,100.0,57.4,69.5,79.2,Medium,Delhi,2024-11-14,5.9,54,86.0
251,8.5,75.2,69.9,68.3,76.9,Medium,Delhi,2025-04-21,10.9,50,81.1
312,11.8,66.3,60.2,73.7,69.9,High,Pune,2025-10-25,7.8,5,78.9
76,12.8,53.2,55.8,55.7,65.7,Medium,Mumbai,2024-07-26,8.6,51,82.6
1,11.2,95.5,55.7,56.4,62.4,High,Pune,2025-02-13,7.6,94,94.5
429,4.5,71.5,75.0,69.7,61.7,High,Bengaluru,2025-10-20,9.9,99,73.2
392,10.2,66.6,77.5,86.4,84.7,Low,Bengaluru,2025-06-10,7.8,9,80.8
384,5.0,57.4,58.1,54.4,64.4,High,Mumbai,2024-02-21,8.5,45,77.5
433,9.5,92.5,41.8,40.9,54.0,Medium,Bengaluru,2024-05-07,5.5,68,91.2
69,13.4,83.2,86.1,84.9,70.8,Medium,Pune,2025-06-01,7.8,58,96.8
168,11.5,82.2,87.0,76.8,85.4,Medium,Delhi,2025-03-15,10.1,41,97.9
393,8.1,68.9,45.0,41.9,51.3,Low,Mumbai,2024-05-13,9.1,75,75.6
219,9.4,69.7,45.7,38.2,48.3,Medium,Mumbai,2024-09-02,6.7,73,81.3
43,7.3,78.7,71.9,82.0,68.6,Medium,Mumbai,2024-12-08,8.0,37,81.8
367,7.0,54.9,41.8,49.8,46.2,Low,Bengaluru,2025-05-06,7.3,67,58.4
346,1.7,80.5,82.4,88.8,88.4,Medium,Bengaluru,2025-04-20,5.8,92,75.8
73,6.3,78.9,58.6,44.7,65.4,Low,Mumbai,2025-08-23,8.1,56,67.7
24,9.4,72.1,68.1,68.8,58.4,Medium,Delhi,2025-02-16,8.4,21,86.5
399,12.1,82.2,65.9,64.8,63.5,High,Bengaluru,2024-03-16,4.7,65,96.1
186,16.1,67.8,43.2,39.5,40.2,Low,Bengaluru,2025-03-07,8.8,66,83.4
349,3.7,64.4,71.4,82.8,78.5,High,Mumbai,2025-06-16,7.3,47,68.4
104,13.0,65.6,59.3,72.4,69.0,Medium,Delhi,2025-09-15,9.7,27,86.8
408,13.3,55.8,70.7,67.6,69.9,High,Pune,2024-05-24,9.1,86,81.6
212,4.7,85.5,39.0,58.5,56.9,Low,Delhi,2024-11-22,6.9,45,74.8
68,8.2,65.2,67.8,66.6,69.5,Medium,Pune,2024-10-06,6.6,29,81.9
26,8.6,68.4,61.0,45.7,58.6,Low,Bengaluru,2025-01-07,8.4,21,73.4
197,12.6,40.2,38.8,40.5,44.6,Medium,Mumbai,2024-06-09,6.9,71,65.0
176,10.7,80.2,26.3,36.3,38.2,Low,Pune,2024-11-15,8.6,28,82.5
