transaction_id,customer_id,transaction_date,transaction_amount,product_id,channel,transaction_status,is_fraud
964,44,2025-04-06 00:00:00,262.72,P3,Mobile App,Success,0
941,44,2025-04-07 00:00:00,440.92,P9,Mobile App,Success,0
963,44,2025-04-11 00:00:00,302.25,P8,Mobile App,Success,0
943,44,2025-04-21 00:00:00,371.0,P5,POS,Success,0
946,44,2025-04-23 00:00:00,357.89,P1,Mobile App,Success,0
967,44,2025-04-28 00:00:00,334.66,P7,Web,Success,0
958,44,2025-05-11 00:00:00,675.7,P1,Phone,Success,0
969,44,2025-05-11 00:00:00,503.52,P1,Web,Success,0
973,44,2025-05-11 00:00:00,364.24,P9,Web,Success,0
968,44,2025-05-23 00:00:00,520.33,P2,Mobile App,Success,0
953,44,2025-05-25 00:00:00,645.07,P4,Mobile App,Failed,0
955,44,2025-06-05 00:00:00,545.56,P9,Web,Success,0
957,44,2025-06-10 00:00:00,488.94,P5,Mobile App,Success,0
961,44,2025-06-12 00:00:00,557.98,P9,Web,Failed,0
972,44,2025-06-12 00:00:00,302.89,P4,Mobile App,Success,0
960,44,2025-06-22 00:00:00,437.42,P8,Web,Success,0
959,44,2025-06-30 00:00:00,518.99,P6,Web,Success,0
991,45,2025-01-07 00:00:00,1498.0,P9,Web,Failed,0
976,45,2025-01-11 00:00:00,1558.36,P8,Web,Success,0
994,45,2025-01-22 00:00:00,1196.04,P3,Mobile App,Success,0
977,45,2025-01-23 00:00:00,1309.95,P4,POS,Success,0
982,45,2025-02-13 00:00:00,1243.14,P8,POS,Success,0
986,45,2025-02-13 00:00:00,1450.17,P1,POS,Success,0
980,45,2025-02-22 00:00:00,1062.02,P4,Web,Success,0
974,45,2025-02-26 00:00:00,1856.21,P4,Mobile App,Success,0
975,45,2025-02-26 00:00:00,1488.28,P2,Mobile App,Success,0
985,45,2025-02-26 00:00:00,1367.76,P6,Web,Success,0
989,45,2025-03-02 00:00:00,1545.58,P10,POS,Success,0
983,45,2025-03-14 00:00:00,1227.31,P7,Web,Success,0
979,45,2025-03-16 00:00:00,1328.59,P4,Phone,Success,0
984,45,2025-04-15 00:00:00,2013.09,P10,Mobile App,Success,0
981,45,2025-04-25 00:00:00,1946.41,P4,Web,Success,0
988,45,2025-05-13 00:00:00,1304.77,P4,Mobile App,Success,0
993,45,2025-05-14 00:00:00,1310.49,P3,Web,Success,0
992,45,2025-05-23 00:00:00,1136.59,P10,Mobile App,Success,0
978,45,2025-05-26 00:00:00,780.3,P3,Mobile App,Success,0
987,45,2025-06-05 00:00:00,1271.31,P2,Mobile App,Success,0
995,45,2025-06-13 00:00:00,1440.59,P4,Mobile App,Success,0
990,45,2025-06-22 00:00:00,1066.2,P8,Mobile App,Success,0
996,45,2025-06-28 00:00:00,853.77,P3,Mobile App,Failed,0
998,46,2025-01-18 00:00:00,2537.61,P1,Mobile App,Success,0
1002,46,2025-02-03 00:00:00,1792.15,P6,Web,Success,0
997,46,2025-03-02 00:00:00,3018.95,P2,Web,Success,0
1001,46,2025-03-23 00:00:00,1431.8,P10,Web,Success,0
999,46,2025-04-05 00:00:00,1710.79,P4,Mobile App,Success,0
1000,46,2025-05-01 00:00:00,1295.62,P10,Web,Success,0
1017,47,2025-01-03 00:00:00,1618.34,P4,Mobile App,Success,0
1009,47,2025-01-05 00:00:00,2561.09,P10,Web,Success,0
1020,47,2025-01-07 00:00:00,2994.95,P8,Mobile App,Success,0
1013,47,2025-01-09 00:00:00,2350.49,P6,Web,Success,0
1012,47,2025-01-14 00:00:00,2604.08,P2,Web,Success,0
1023,47,2025-01-26 00:00:00,2079.44,P9,POS,Success,0
1003,47,2025-02-05 00:00:00,2860.17,P7,Mobile App,Success,0
1021,47,2025-02-07 00:00:00,2959.76,P9,Mobile App,Success,0
1029,47,2025-02-10 00:00:00,1266.6,P3,Phone,Success,0
1005,47,2025-02-13 00:00:00,1257.39,P9,POS,Success,0
1026,47,2025-02-16 00:00:00,2600.05,P3,Mobile App,Success,0
1015,47,2025-02-18 00:00:00,2154.65,P7,POS,Success,0
1006,47,2025-02-26 00:00:00,1773.04,P9,Web,Failed,0
1011,47,2025-02-27 00:00:00,2245.78,P6,Mobile App,Success,0
1031,47,2025-02-28 00:00:00,2076.61,P2,Web,Success,0
1030,47,2025-03-08 00:00:00,2231.83,P4,Web,Success,0
1010,47,2025-03-12 00:00:00,2556.03,P6,Mobile App,Success,0
1018,47,2025-03-13 00:00:00,2996.76,P10,Mobile App,Success,0
1025,47,2025-03-20 00:00:00,1757.35,P4,POS,Failed,0
1027,47,2025-03-20 00:00:00,1074.42,P4,Web,Success,0
1028,47,2025-04-09 00:00:00,2582.95,P6,POS,Success,0
1016,47,2025-04-27 00:00:00,1827.59,P2,Web,Success,0
1024,47,2025-04-27 00:00:00,1908.54,P8,Mobile App,Success,0
1032,47,2025-05-09 00:00:00,1573.61,P7,Mobile App,Success,0
1022,47,2025-05-22 00:00:00,2244.9,P1,Web,Success,0
1008,47,2025-05-24 00:00:00,1924.41,P2,POS,Success,0
1004,47,2025-05-25 00:00:00,2421.28,P1,Mobile App,Success,0
1007,47,2025-05-31 00:00:00,1936.26,P9,POS,Success,0
1019,47,2025-06-14 00:00:00,2043.25,P4,Web,Success,0
1014,47,2025-06-27 00:00:00,2458.24,P3,Mobile App,Failed,0
1045,48,2025-01-04 00:00:00,2730.12,P10,Mobile App,Success,0
1038,48,2025-02-03 00:00:00,1886.55,P2,POS,Success,0
1050,48,2025-02-07 00:00:00,2379.77,P3,POS,Success,0
1039,48,2025-02-21 00:00:00,2648.71,P5,Mobile App,Success,0
1051,48,2025-02-27 00:00:00,3091.97,P9,Mobile App,Success,0
1052,48,2025-03-08 00:00:00,2323.95,P5,POS,Success,0
1041,48,2025-03-15 00:00:00,2646.67,P10,Web,Success,0
1043,48,2025-03-17 00:00:00,2539.87,P8,Web,Success,0
1049,48,2025-03-18 00:00:00,2714.27,P3,Mobile App,Success,0
1047,48,2025-03-21 00:00:00,2078.22,P3,POS,Success,0
1044,48,2025-04-16 00:00:00,4299.42,P8,Web,Success,0
1040,48,2025-04-21 00:00:00,3704.45,P8,Mobile App,Success,0
1033,48,2025-04-25 00:00:00,2590.47,P8,POS,Success,0
1035,48,2025-05-02 00:00:00,3203.37,P2,Web,Success,0
1053,48,2025-05-05 00:00:00,2366.2,P3,Web,Success,0
1037,48,2025-05-13 00:00:00,3243.57,P3,Mobile App,Success,0
1042,48,2025-05-15 00:00:00,1803.02,P4,Web,Success,0
1046,48,2025-05-23 00:00:00,2809.73,P5,POS,Success,0
1036,48,2025-05-25 00:00:00,2144.99,P1,Mobile App,Failed,0
1048,48,2025-06-04 00:00:00,2821.72,P10,Web,Success,0
1034,48,2025-06-12 00:00:00,3170.06,P5,Mobile App,Success,0
1064,49,2025-01-02 00:00:00,2384.93,P8,Mobile App,Failed,0
1058,49,2025-01-03 00:00:00,1983.91,P4,Mobile App,Success,0
1074,49,2025-01-10 00:00:00,2489.3,P10,Mobile App,Success,0
1090,49,2025-01-16 00:00:00,2367.71,P7,Mobile App,Success,0
1059,49,2025-01-29 00:00:00,1888.88,P7,Web,Success,0
1077,49,2025-01-31 00:00:00,3007.28,P10,Web,Success,0
1075,49,2025-02-05 00:00:00,1949.52,P8,Web,Success,0
1072,49,2025-02-06 00:00:00,2859.74,P9,Web,Success,0
1069,49,2025-02-09 00:00:00,1578.97,P7,Mobile App,Success,0
1065,49,2025-02-12 00:00:00,1788.32,P1,POS,Success,0
1091,49,2025-02-16 00:00:00,1159.55,P5,POS,Success,0
1089,49,2025-02-17 00:00:00,2971.09,P1,Mobile App,Success,0
1085,49,2025-02-20 00:00:00,2200.64,P10,Web,Success,0
1083,49,2025-03-02 00:00:00,2754.35,P3,Mobile App,Success,0
1068,49,2025-03-06 00:00:00,1440.02,P8,Mobile App,Success,0
1070,49,2025-03-10 00:00:00,3205.93,P8,Mobile App,Success,0
1087,49,2025-03-10 00:00:00,1764.57,P3,POS,Success,0
1054,49,2025-03-17 00:00:00,1996.61,P8,Web,Success,0
1079,49,2025-03-23 00:00:00,2176.63,P8,POS,Success,0
1067,49,2025-03-24 00:00:00,1601.99,P8,Web,Success,0
1057,49,2025-04-07 00:00:00,1496.87,P6,Web,Success,0
1071,49,2025-04-08 00:00:00,1657.95,P8,Mobile App,Success,0
1078,49,2025-04-08 00:00:00,2132.4,P2,Web,Success,0
1084,49,2025-04-08 00:00:00,1928.46,P6,POS,Success,0
1055,49,2025-04-28 00:00:00,1474.71,P5,Web,Failed,0
1066,49,2025-05-04 00:00:00,2102.27,P10,Web,Success,0
1082,49,2025-05-06 00:00:00,940.75,P7,Mobile App,Success,0
1081,49,2025-05-08 00:00:00,2294.43,P4,POS,Success,0
1076,49,2025-05-09 00:00:00,2154.9,P5,POS,Success,0
1056,49,2025-05-19 00:00:00,2096.88,P2,Mobile App,Success,0
1080,49,2025-05-21 00:00:00,2296.96,P6,Mobile App,Success,0
1062,49,2025-05-24 00:00:00,2978.66,P1,Web,Success,0
1060,49,2025-05-26 00:00:00,3036.37,P4,Web,Success,0
1073,49,2025-05-26 00:00:00,1408.85,P10,Mobile App,Success,0
1086,49,2025-05-31 00:00:00,2386.68,P1,Mobile App,Success,0
1092,49,2025-06-04 00:00:00,1846.07,P5,Web,Success,0
1061,49,2025-06-05 00:00:00,1195.09,P7,POS,Success,0
1088,49,2025-06-17 00:00:00,2720.23,P7,POS,Success,0
1063,49,2025-06-24 00:00:00,2320.54,P2,POS,Failed,0
1112,50,2025-01-04 00:00:00,2047.16,P1,Mobile App,Success,0
1104,50,2025-01-09 00:00:00,3395.76,P7,Web,Success,0
1100,50,2025-01-12 00:00:00,2743.76,P1,Mobile App,Success,0
1115,50,2025-01-20 00:00:00,2361.35,P2,Phone,Success,0
1109,50,2025-01-21 00:00:00,3033.54,P10,Mobile App,Success,0
1101,50,2025-01-29 00:00:00,3413.96,P10,Web,Success,0
1103,50,2025-01-29 00:00:00,2139.15,P2,Web,Failed,0
1106,50,2025-02-07 00:00:00,1509.79,P6,Web,Success,0
1113,50,2025-02-13 00:00:00,1177.11,P2,Web,Success,0
1095,50,2025-02-17 00:00:00,2301.35,P9,Mobile App,Success,0
1114,50,2025-02-21 00:00:00,1370.13,P9,Web,Failed,0
1098,50,2025-02-25 00:00:00,2826.78,P1,Web,Success,0
1099,50,2025-03-15 00:00:00,3156.43,P2,POS,Success,0
1096,50,2025-03-30 00:00:00,2704.27,P6,Web,Success,0
1110,50,2025-04-04 00:00:00,1926.81,P4,POS,Success,0
1097,50,2025-04-09 00:00:00,2982.69,P4,Web,Success,0
1105,50,2025-04-13 00:00:00,2052.09,P2,Mobile App,Success,0
1093,50,2025-04-17 00:00:00,2224.06,P1,Web,Success,0
1108,50,2025-05-02 00:00:00,2371.39,P9,Mobile App,Success,0
1111,50,2025-05-12 00:00:00,2971.58,P5,Mobile App,Success,0
1094,50,2025-05-14 00:00:00,2122.0,P6,Phone,Success,0
1116,50,2025-05-24 00:00:00,2255.76,P9,Phone,Success,0
1107,50,2025-05-27 00:00:00,1419.56,P5,Web,Success,0
1102,50,2025-06-08 00:00:00,2618.21,P10,Mobile App,Success,0
4747,50,2025-06-26 00:00:00,18477.08,P7,Web,Success,1
4748,50,2025-06-26 00:05:00,12996.69,P5,Web,Success,1
4749,50,2025-06-26 00:10:00,16211.83,P9,Web,Success,1
1122,51,2025-01-09 00:00:00,1085.53,P5,Web,Success,0
1126,51,2025-01-12 00:00:00,2897.78,P5,POS,Success,0
1120,51,2025-01-21 00:00:00,2688.82,P1,Web,Success,0
1121,51,2025-02-05 00:00:00,3258.23,P6,Mobile App,Success,0
1119,51,2025-02-13 00:00:00,2651.96,P7,Web,Success,0
1118,51,2025-02-19 00:00:00,2536.56,P10,Web,Success,0
1142,51,2025-03-09 00:00:00,3277.9,P9,Mobile App,Failed,0
1140,51,2025-03-15 00:00:00,1976.97,P4,Mobile App,Failed,0
1144,51,2025-03-21 00:00:00,2947.17,P9,Web,Success,0
1143,51,2025-03-26 00:00:00,2182.48,P1,Web,Success,0
1128,51,2025-04-05 00:00:00,3122.74,P8,Mobile App,Success,0
1136,51,2025-04-13 00:00:00,1598.64,P9,Mobile App,Failed,0
1141,51,2025-04-17 00:00:00,3223.4,P4,Web,Success,0
1127,51,2025-05-01 00:00:00,3326.59,P8,Mobile App,Success,0
1137,51,2025-05-02 00:00:00,1303.66,P5,Mobile App,Success,0
1133,51,2025-05-03 00:00:00,2437.38,P1,Mobile App,Success,0
1131,51,2025-05-16 00:00:00,1761.91,P8,Web,Success,0
1134,51,2025-05-23 00:00:00,2690.79,P3,Web,Success,0
1138,51,2025-05-24 00:00:00,1945.45,P1,Web,Success,0
1124,51,2025-05-31 00:00:00,2789.52,P5,Web,Success,0
1135,51,2025-05-31 00:00:00,2465.0,P5,POS,Success,0
1139,51,2025-06-01 00:00:00,2395.6,P7,Web,Success,0
1129,51,2025-06-09 00:00:00,2883.8,P10,Web,Success,0
1130,51,2025-06-09 00:00:00,3555.52,P1,Mobile App,Success,0
1132,51,2025-06-10 00:00:00,3166.6,P5,POS,Success,0
1125,51,2025-06-17 00:00:00,3350.13,P2,Web,Success,0
1123,51,2025-06-26 00:00:00,3552.96,P9,Web,Success,0
1117,51,2025-06-27 00:00:00,2854.43,P4,POS,Success,0
1152,52,2025-01-06 00:00:00,361.14,P1,Mobile App,Failed,0
1149,52,2025-01-31 00:00:00,398.64,P4,Mobile App,Success,0
1146,52,2025-02-17 00:00:00,389.0,P9,POS,Success,0
1147,52,2025-03-17 00:00:00,252.21,P8,Web,Success,0
1153,52,2025-03-17 00:00:00,339.38,P1,Web,Success,0
1151,52,2025-03-18 00:00:00,397.28,P3,Web,Success,0
1154,52,2025-03-25 00:00:00,385.3,P10,POS,Success,0
1150,52,2025-04-15 00:00:00,353.39,P2,POS,Success,0
1145,52,2025-04-21 00:00:00,396.23,P4,POS,Success,0
1155,52,2025-04-23 00:00:00,235.39,P3,Mobile App,Success,0
1148,52,2025-04-30 00:00:00,388.79,P1,Web,Success,0
1168,53,2025-01-04 00:00:00,4222.84,P9,Web,Success,0
1176,53,2025-01-06 00:00:00,2282.69,P3,Mobile App,Success,0
1174,53,2025-01-10 00:00:00,3341.19,P7,POS,Success,0
1157,53,2025-01-16 00:00:00,2976.52,P7,Phone,Success,0
1163,53,2025-01-18 00:00:00,2864.38,P5,Mobile App,Success,0
1161,53,2025-01-24 00:00:00,2994.88,P9,Mobile App,Success,0
1167,53,2025-02-04 00:00:00,3370.0,P1,Web,Success,0
1159,53,2025-02-06 00:00:00,2338.24,P1,POS,Success,0
1178,53,2025-02-14 00:00:00,2533.14,P1,POS,Success,0
1166,53,2025-02-16 00:00:00,2375.46,P10,Mobile App,Success,0
1189,53,2025-02-20 00:00:00,3342.1,P7,Mobile App,Success,0
1186,53,2025-02-23 00:00:00,2194.11,P1,Web,Success,0
1180,53,2025-03-04 00:00:00,2719.29,P3,POS,Success,0
1188,53,2025-03-10 00:00:00,2603.12,P1,POS,Success,0
1162,53,2025-03-12 00:00:00,4389.7,P5,POS,Success,0
1179,53,2025-03-12 00:00:00,2895.79,P3,Mobile App,Success,0
1173,53,2025-03-18 00:00:00,2867.51,P5,Web,Success,0
1184,53,2025-03-28 00:00:00,3195.03,P4,Mobile App,Success,0
1182,53,2025-03-29 00:00:00,4324.97,P9,Web,Success,0
1164,53,2025-04-02 00:00:00,3094.25,P1,Mobile App,Success,0
1177,53,2025-05-07 00:00:00,1355.43,P8,Mobile App,Success,0
1165,53,2025-05-13 00:00:00,2447.55,P4,POS,Success,0
1187,53,2025-05-15 00:00:00,1017.6,P3,Web,Success,0
1171,53,2025-05-26 00:00:00,2926.29,P2,Web,Success,0
1175,53,2025-05-27 00:00:00,1869.32,P5,Web,Success,0
1158,53,2025-06-01 00:00:00,2338.34,P6,POS,Success,0
1170,53,2025-06-01 00:00:00,2588.25,P2,Mobile App,Success,0
1185,53,2025-06-03 00:00:00,2473.47,P5,Mobile App,Success,0
1156,53,2025-06-04 00:00:00,3583.33,P1,Web,Success,0
1169,53,2025-06-04 00:00:00,3058.25,P9,Web,Success,0
1160,53,2025-06-09 00:00:00,3008.42,P4,Mobile App,Success,0
1181,53,2025-06-09 00:00:00,2429.27,P4,Mobile App,Success,0
1183,53,2025-06-19 00:00:00,2398.54,P5,Web,Success,0
1172,53,2025-06-20 00:00:00,3034.13,P5,Mobile App,Success,0
1219,54,2025-01-08 00:00:00,4129.31,P2,POS,Success,0
1225,54,2025-01-17 00:00:00,1970.77,P2,Mobile App,Success,0
1224,54,2025-01-21 00:00:00,2253.65,P2,Web,Success,0
1211,54,2025-01-29 00:00:00,3015.39,P2,Mobile App,Success,0
1218,54,2025-02-02 00:00:00,2349.07,P4,Web,Success,0
1202,54,2025-02-03 00:00:00,2941.23,P5,Mobile App,Success,0
1214,54,2025-02-06 00:00:00,1827.04,P1,Mobile App,Success,0
1199,54,2025-02-14 00:00:00,2708.26,P2,Mobile App,Success,0
1222,54,2025-02-14 00:00:00,1841.55,P2,Web,Success,0
1210,54,2025-02-17 00:00:00,1831.7,P3,Web,Success,0
1209,54,2025-02-21 00:00:00,2097.83,P4,Web,Success,0
1208,54,2025-02-25 00:00:00,2874.99,P2,Web,Success,0
1191,54,2025-03-08 00:00:00,3662.39,P9,Mobile App,Success,0
1206,54,2025-03-09 00:00:00,1945.27,P3,Mobile App,Success,0
1203,54,2025-03-11 00:00:00,2027.59,P4,Web,Success,0
1220,54,2025-03-12 00:00:00,1864.29,P1,Web,Success,0
1192,54,2025-03-13 00:00:00,3469.63,P9,Mobile App,Success,0
1194,54,2025-03-17 00:00:00,2721.92,P6,Mobile App,Failed,0
1216,54,2025-03-31 00:00:00,2780.71,P3,Mobile App,Success,0
1196,54,2025-04-09 00:00:00,2765.63,P3,Web,Success,0
1201,54,2025-04-19 00:00:00,3054.23,P3,Mobile App,Success,0
1193,54,2025-04-23 00:00:00,2232.48,P4,Mobile App,Failed,0
1213,54,2025-05-01 00:00:00,3116.53,P8,Web,Success,0
1190,54,2025-05-19 00:00:00,3245.97,P4,POS,Success,0
1198,54,2025-05-26 00:00:00,2421.21,P6,Mobile App,Success,0
1212,54,2025-05-28 00:00:00,3264.35,P5,Web,Success,0
1200,54,2025-06-01 00:00:00,2193.68,P7,Mobile App,Success,0
1215,54,2025-06-04 00:00:00,2985.68,P1,Mobile App,Success,0
1217,54,2025-06-04 00:00:00,1466.09,P4,Web,Success,0
1205,54,2025-06-09 00:00:00,2085.63,P4,Web,Success,0
1195,54,2025-06-16 00:00:00,2981.27,P1,POS,Failed,0
1197,54,2025-06-16 00:00:00,2789.17,P10,Phone,Failed,0
1223,54,2025-06-22 00:00:00,3013.68,P7,Mobile App,Success,0
1207,54,2025-06-25 00:00:00,3354.43,P6,Mobile App,Success,0
1204,54,2025-06-26 00:00:00,2171.87,P1,POS,Success,0
1221,54,2025-06-30 00:00:00,3214.09,P4,POS,Success,0
1230,55,2025-01-16 00:00:00,701.26,P4,Mobile App,Success,0
1241,55,2025-01-25 00:00:00,1999.79,P10,Mobile App,Success,0
1227,55,2025-02-07 00:00:00,1272.87,P5,Web,Success,0
1238,55,2025-02-18 00:00:00,852.87,P5,POS,Success,0
1242,55,2025-02-25 00:00:00,1370.47,P4,Mobile App,Success,0
1226,55,2025-03-11 00:00:00,1619.68,P6,Web,Success,0
1229,55,2025-03-22 00:00:00,2502.27,P9,Web,Failed,0
1232,55,2025-03-22 00:00:00,1133.4,P4,Web,Success,0
1237,55,2025-03-22 00:00:00,1923.95,P7,Mobile App,Failed,0
1233,55,2025-03-29 00:00:00,1880.33,P2,POS,Success,0
1240,55,2025-03-29 00:00:00,1525.45,P6,POS,Success,0
1231,55,2025-04-02 00:00:00,1520.44,P4,Mobile App,Success,0
1228,55,2025-05-21 00:00:00,1175.17,P1,Web,Success,0
1234,55,2025-06-21 00:00:00,954.14,P3,Web,Success,0
1235,55,2025-06-22 00:00:00,1722.04,P7,Phone,Success,0
1236,55,2025-06-29 00:00:00,1350.16,P5,Mobile App,Success,0
1239,55,2025-06-30 00:00:00,1351.3,P5,POS,Success,0
1244,56,2025-01-03 00:00:00,540.62,P1,Web,Success,0
1252,56,2025-01-14 00:00:00,805.46,P10,Web,Success,0
1251,56,2025-01-27 00:00:00,841.83,P9,Web,Success,0
1254,56,2025-01-27 00:00:00,568.9,P9,Mobile App,Success,0
1255,56,2025-01-28 00:00:00,612.2,P10,Mobile App,Success,0
1250,56,2025-02-01 00:00:00,597.05,P5,Mobile App,Success,0
1247,56,2025-02-09 00:00:00,959.98,P5,Web,Success,0
1249,56,2025-02-15 00:00:00,695.11,P4,Mobile App,Success,0
1243,56,2025-02-19 00:00:00,474.39,P7,POS,Success,0
1248,56,2025-02-27 00:00:00,481.01,P4,Web,Success,0
1253,56,2025-04-22 00:00:00,468.34,P8,Mobile App,Success,0
1246,56,2025-04-29 00:00:00,564.97,P2,Web,Success,0
1258,56,2025-05-07 00:00:00,741.13,P6,Web,Success,0
1257,56,2025-05-20 00:00:00,732.62,P10,Mobile App,Success,0
1256,56,2025-05-31 00:00:00,701.24,P4,Web,Success,0
1245,56,2025-06-08 00:00:00,712.59,P7,Mobile App,Success,0
1261,57,2025-01-14 00:00:00,4281.7,P3,POS,Success,0
1262,57,2025-01-17 00:00:00,3880.23,P1,Mobile App,Success,0
1290,57,2025-01-22 00:00:00,1676.18,P4,Web,Success,0
1281,57,2025-02-01 00:00:00,3501.62,P3,Mobile App,Failed,0
1280,57,2025-02-06 00:00:00,3376.67,P4,Web,Success,0
1274,57,2025-02-13 00:00:00,3938.22,P4,POS,Success,0
1291,57,2025-02-13 00:00:00,1986.9,P3,Web,Success,0
1266,57,2025-02-15 00:00:00,2843.41,P10,Phone,Success,0
1288,57,2025-02-23 00:00:00,2990.99,P3,Web,Success,0
1265,57,2025-02-24 00:00:00,2820.09,P8,POS,Success,0
1277,57,2025-03-02 00:00:00,2986.93,P8,Mobile App,Success,0
1285,57,2025-04-04 00:00:00,2912.27,P10,Mobile App,Success,0
1283,57,2025-04-08 00:00:00,2535.85,P2,Web,Success,0
1275,57,2025-04-09 00:00:00,4073.3,P1,Mobile App,Success,0
1276,57,2025-04-09 00:00:00,2992.89,P4,Mobile App,Success,0
1282,57,2025-04-13 00:00:00,2844.7,P7,Web,Success,0
1272,57,2025-04-18 00:00:00,3524.04,P9,Mobile App,Success,0
1267,57,2025-04-23 00:00:00,2074.09,P6,Web,Success,0
1278,57,2025-04-29 00:00:00,947.59,P4,Web,Success,0
1259,57,2025-04-30 00:00:00,1856.78,P9,POS,Success,0
1268,57,2025-05-03 00:00:00,3973.19,P9,POS,Success,0
1270,57,2025-05-03 00:00:00,4035.48,P5,Web,Success,0
1284,57,2025-05-09 00:00:00,2357.59,P7,Mobile App,Success,0
1263,57,2025-05-13 00:00:00,4270.44,P3,Mobile App,Failed,0
1269,57,2025-05-14 00:00:00,1835.52,P5,Web,Success,0
1286,57,2025-05-14 00:00:00,2559.03,P1,Web,Success,0
1289,57,2025-06-05 00:00:00,3281.86,P7,Mobile App,Failed,0
1287,57,2025-06-07 00:00:00,3836.29,P6,Web,Success,0
1279,57,2025-06-08 00:00:00,3445.14,P2,Mobile App,Success,0
1271,57,2025-06-20 00:00:00,3373.84,P7,POS,Success,0
1260,57,2025-06-24 00:00:00,3193.84,P2,Mobile App,Success,0
1292,57,2025-06-27 00:00:00,2828.81,P10,POS,Failed,0
1273,57,2025-06-28 00:00:00,3857.83,P2,Web,Failed,0
1264,57,2025-06-29 00:00:00,3438.59,P9,Mobile App,Success,0
1298,58,2025-01-03 00:00:00,542.23,P1,Web,Success,0
1294,58,2025-01-04 00:00:00,858.72,P4,Web,Success,0
1311,58,2025-01-07 00:00:00,918.09,P1,POS,Success,0
1305,58,2025-01-12 00:00:00,554.88,P3,Mobile App,Success,0
1319,58,2025-01-13 00:00:00,500.4,P5,Web,Success,0
1316,58,2025-01-14 00:00:00,91.52,P2,Web,Success,0
1309,58,2025-01-16 00:00:00,643.59,P9,POS,Success,0
1313,58,2025-01-23 00:00:00,831.61,P1,Web,Failed,0
1312,58,2025-01-24 00:00:00,633.65,P8,Mobile App,Success,0
1321,58,2025-01-29 00:00:00,674.11,P5,Mobile App,Success,0
1308,58,2025-02-01 00:00:00,636.36,P3,Mobile App,Success,0
1293,58,2025-02-04 00:00:00,589.91,P10,Web,Success,0
1318,58,2025-02-14 00:00:00,240.47,P6,Mobile App,Success,0
1306,58,2025-02-19 00:00:00,528.16,P8,Web,Failed,0
1303,58,2025-03-09 00:00:00,586.78,P4,POS,Success,0
1314,58,2025-03-10 00:00:00,782.33,P1,Web,Success,0
1304,58,2025-03-14 00:00:00,740.91,P5,Web,Success,0
1310,58,2025-03-15 00:00:00,558.38,P4,Web,Success,0
1307,58,2025-03-17 00:00:00,645.41,P2,POS,Success,0
1297,58,2025-03-20 00:00:00,979.3,P1,POS,Success,0
1300,58,2025-03-24 00:00:00,820.08,P4,Web,Failed,0
1315,58,2025-03-31 00:00:00,629.59,P2,Mobile App,Success,0
1322,58,2025-04-07 00:00:00,554.92,P5,Mobile App,Success,0
1299,58,2025-04-15 00:00:00,538.94,P5,Web,Success,0
1320,58,2025-04-23 00:00:00,672.47,P10,Mobile App,Failed,0
1296,58,2025-04-26 00:00:00,639.12,P4,POS,Success,0
1302,58,2025-05-31 00:00:00,899.32,P8,Web,Success,0
1295,58,2025-06-07 00:00:00,459.21,P4,Mobile App,Success,0
1317,58,2025-06-07 00:00:00,512.29,P8,POS,Success,0
1301,58,2025-06-24 00:00:00,720.17,P1,Mobile App,Success,0
1323,59,2025-01-10 00:00:00,1823.86,P2,Web,Failed,0
1341,59,2025-01-24 00:00:00,2560.55,P8,Mobile App,Success,0
1336,59,2025-02-14 00:00:00,2004.78,P4,Web,Failed,0
1324,59,2025-02-23 00:00:00,1978.34,P8,Phone,Success,0
1348,59,2025-02-27 00:00:00,3267.94,P10,Web,Success,0
1345,59,2025-03-03 00:00:00,3869.58,P1,Web,Success,0
1335,59,2025-03-07 00:00:00,2718.79,P8,Mobile App,Success,0
1339,59,2025-03-10 00:00:00,2915.6,P9,Mobile App,Success,0
1325,59,2025-03-13 00:00:00,2015.02,P8,Mobile App,Success,0
1330,59,2025-03-20 00:00:00,1668.85,P3,POS,Success,0
1349,59,2025-03-21 00:00:00,2748.42,P2,Mobile App,Success,0
1347,59,2025-03-23 00:00:00,3493.99,P4,Web,Success,0
1333,59,2025-03-28 00:00:00,1944.34,P5,Web,Success,0
1328,59,2025-03-30 00:00:00,2591.6,P8,Mobile App,Success,0
1337,59,2025-04-13 00:00:00,2823.54,P10,Web,Failed,0
1340,59,2025-04-14 00:00:00,2620.95,P5,Mobile App,Success,0
1332,59,2025-04-16 00:00:00,2160.2,P6,Web,Success,0
1351,59,2025-04-23 00:00:00,2566.56,P1,POS,Success,0
1334,59,2025-04-25 00:00:00,3584.13,P10,POS,Success,0
1344,59,2025-04-26 00:00:00,2955.08,P6,Mobile App,Success,0
1327,59,2025-05-07 00:00:00,2973.45,P6,POS,Success,0
1329,59,2025-05-08 00:00:00,2429.19,P5,Mobile App,Success,0
1346,59,2025-05-09 00:00:00,1814.8,P1,POS,Success,0
1342,59,2025-05-10 00:00:00,2229.98,P1,Mobile App,Success,0
1338,59,2025-05-20 00:00:00,3011.85,P6,Web,Success,0
1343,59,2025-05-21 00:00:00,2411.41,P6,POS,Success,0
1326,59,2025-05-28 00:00:00,2169.77,P5,Web,Success,0
1350,59,2025-06-07 00:00:00,827.51,P1,POS,Success,0
1331,59,2025-06-28 00:00:00,3307.63,P5,Web,Success,0
1370,60,2025-01-03 00:00:00,2614.74,P4,Mobile App,Success,0
