student_id,attendance_pct,study_hours,prev_score,fee_delay_days,attendance_mode,attendance_pct_copy,study_minutes_scaled,random_numeric_noise,random_categorical_noise,at_risk
4356,75.7,4.5,61.6,13.1,Offline,75.7,271.4,40.6,B,0
4357,68.9,6.6,51.7,14.7,Online,69.1,393.6,57.0,A,0
4358,74.6,1.2,35.9,43.6,Offline,75.3,77.2,62.5,D,0
4359,90.7,5.6,34.5,0.9,Offline,91.0,337.5,46.2,D,0
4360,78.9,8.3,46.5,3.9,Offline,78.9,495.1,41.2,D,1
4361,67.9,9.7,64.2,9.8,Offline,68.0,581.0,62.6,B,0
4362,74.3,7.4,72.9,4.0,Offline,73.9,440.9,55.2,C,0
4363,96.4,4.2,51.8,1.0,Offline,96.3,257.3,36.9,C,1
4364,81.9,7.4,41.1,9.9,Offline,82.4,444.2,53.4,A,1
4365,71.3,5.8,40.2,2.8,Offline,70.2,340.1,40.8,C,1
4366,96.9,6.0,54.6,12.7,Offline,96.4,355.5,37.3,D,0
4367,56.8,7.7,43.3,1.5,Offline,57.3,461.6,43.7,C,1
4368,39.1,2.1,51.0,1.7,Offline,39.5,129.6,46.0,D,1
4369,69.4,2.8,56.5,1.6,Offline,69.2,168.5,53.5,A,1
4370,76.6,10.9,76.7,3.7,Offline,76.6,659.8,55.9,A,0
4371,78.7,3.3,73.1,7.1,Offline,78.7,194.9,43.6,B,0
4372,51.9,6.0,31.6,19.4,Online,52.5,364.2,60.4,B,1
4373,73.3,1.7,55.7,1.0,Offline,73.8,101.2,42.2,D,1
4374,67.2,6.3,37.1,6.8,Offline,67.6,371.3,50.2,B,1
4375,90.2,7.0,70.9,18.0,Offline,90.1,421.3,45.6,C,0
4376,89.1,2.2,68.4,7.7,Offline,89.6,126.0,51.6,B,0
4377,76.1,9.4,32.2,7.5,Offline,76.1,561.9,48.1,B,1
4378,60.1,5.4,67.2,2.4,Offline,60.1,318.8,36.8,A,1
4379,80.8,11.2,60.9,5.2,Offline,80.9,667.3,56.9,C,1
4380,75.3,3.6,67.2,4.7,Offline,75.4,211.8,79.6,D,0
4381,74.1,7.0,86.9,22.6,Offline,73.4,416.6,70.3,B,0
4382,77.3,9.9,70.2,9.4,Offline,76.5,594.7,45.3,C,0
4383,90.1,9.2,64.6,2.5,Offline,90.3,559.3,38.3,B,0
4384,60.8,9.7,46.0,18.8,Offline,61.1,581.2,43.2,C,1
4385,54.4,8.4,52.4,15.4,Offline,54.5,508.2,49.7,B,1
4386,77.9,6.4,60.3,2.7,Offline,78.8,380.9,60.9,A,0
4387,82.7,8.2,74.6,13.5,Offline,82.7,490.7,35.9,A,0
4388,75.7,7.2,44.3,13.9,Offline,75.8,435.1,33.3,A,0
4389,48.4,4.7,32.3,3.9,Offline,49.1,285.1,48.5,D,1
4390,70.9,7.6,77.8,13.6,Offline,70.3,461.1,65.7,C,0
4391,65.3,8.8,77.4,18.7,Offline,65.0,527.4,49.8,D,1
4392,74.0,8.1,43.7,10.5,Offline,74.6,488.6,49.4,B,1
4393,76.0,0.0,87.6,9.6,Offline,76.3,-1.8,62.5,A,0
4394,57.6,6.0,64.5,3.7,Offline,57.9,359.8,49.5,D,0
4395,65.7,6.1,68.7,10.1,Offline,65.0,362.6,57.6,B,1
4396,60.1,6.8,44.9,22.3,Offline,60.2,407.0,65.7,B,1
4397,69.3,8.0,75.9,8.2,Offline,69.5,482.3,55.8,B,0
4398,88.3,8.8,49.7,8.0,Offline,88.9,531.1,69.5,C,1
4399,56.9,8.8,39.1,13.2,Offline,57.2,530.1,47.9,B,0
4400,79.5,7.0,54.1,1.1,Offline,79.6,418.1,36.6,B,1
4401,77.6,9.4,75.6,6.2,Offline,77.7,563.2,60.7,A,0
4402,59.6,4.2,75.0,2.3,Offline,59.7,251.3,53.2,C,0
4403,86.6,7.0,72.8,0.2,Offline,87.7,422.1,50.0,C,0
4404,36.1,10.6,51.1,2.0,Offline,36.8,632.9,40.1,B,1
4405,100.0,7.4,68.4,9.5,Offline,99.0,450.8,61.2,B,0
4406,92.6,4.0,51.0,1.0,Offline,91.1,239.0,42.1,B,0
4407,69.5,6.4,68.9,4.7,Offline,69.8,385.7,46.0,B,0
4408,58.0,5.9,51.2,19.6,Offline,57.3,353.6,50.2,B,1
4409,61.3,3.4,45.9,3.1,Offline,60.6,206.3,40.1,D,1
4410,56.0,6.2,50.9,5.1,Offline,56.2,374.1,66.2,B,0
4411,100.0,7.6,55.1,17.2,Offline,100.3,454.7,55.0,C,1
4412,55.3,3.4,48.7,6.0,Offline,55.4,211.1,42.9,C,0
4413,79.1,7.6,60.0,21.5,Offline,78.6,462.5,64.7,A,0
4414,51.1,0.0,53.8,9.6,Offline,51.3,-2.9,47.5,B,0
4415,74.2,4.4,44.6,1.3,Offline,74.5,260.6,65.2,C,0
4416,81.1,6.9,67.9,14.5,Offline,81.4,409.4,64.4,B,1
4417,67.8,7.0,55.0,25.3,Offline,68.8,417.7,38.3,D,0
4418,91.3,8.3,52.8,28.0,Offline,91.8,494.7,47.5,B,0
4419,73.4,5.4,44.5,27.0,Offline,73.0,322.2,56.8,C,0
4420,84.0,4.6,75.6,6.2,Offline,84.2,271.8,56.5,B,0
4421,72.1,0.5,61.5,3.5,Offline,71.7,31.6,46.3,C,1
4422,58.4,4.3,39.9,1.4,Offline,58.3,259.4,55.0,A,0
4423,71.3,3.4,65.3,11.7,Offline,71.2,204.2,41.8,C,0
4424,80.7,8.6,70.0,9.2,Offline,80.4,515.7,40.5,B,1
4425,86.8,7.8,47.8,8.2,Offline,85.5,464.1,39.5,B,0
4426,66.2,6.6,53.3,9.4,Offline,66.6,399.8,37.6,B,0
4427,59.8,8.8,54.2,2.2,Offline,60.6,530.3,52.6,A,0
4428,70.1,10.0,75.0,0.1,Offline,70.4,600.3,59.6,C,0
4429,64.0,8.2,62.9,17.7,Offline,63.4,492.1,60.6,A,0
4430,72.0,5.1,75.6,0.4,Offline,71.8,310.7,49.7,A,1
4431,67.3,4.2,71.3,10.8,Offline,66.7,256.2,70.2,B,0
4432,78.5,8.4,54.8,5.4,Offline,78.0,502.8,45.1,B,0
4433,83.0,11.8,51.7,12.4,Offline,82.6,704.6,52.1,B,0
4434,58.4,7.7,62.0,1.1,Offline,58.9,458.2,43.5,B,1
4435,76.9,4.7,42.6,7.1,Offline,77.3,286.0,49.8,B,1
4436,65.3,7.6,66.3,4.1,Offline,65.0,454.3,67.3,D,0
4437,87.8,4.1,60.2,19.8,Offline,86.4,246.9,59.6,D,0
4438,62.0,1.9,77.0,2.6,Offline,61.1,117.3,35.7,A,0
4439,59.8,6.9,62.8,0.9,Offline,60.3,416.1,33.4,A,0
4440,54.0,4.7,52.6,3.6,Offline,54.7,283.9,46.6,A,1
4441,68.5,9.7,85.5,0.0,Offline,68.5,581.0,46.8,A,1
4442,73.2,0.0,75.1,7.1,Offline,73.4,-1.1,47.2,D,1
4443,60.3,4.7,75.5,2.6,Offline,60.3,277.4,37.0,D,0
4444,73.3,6.5,88.6,4.0,Offline,74.0,384.4,28.6,C,0
4445,35.6,5.1,69.1,9.8,Offline,35.1,309.4,56.5,B,1
4446,75.1,5.9,50.7,4.8,Offline,75.1,361.1,42.9,B,1
4447,72.6,9.3,84.8,28.2,Offline,72.0,559.9,36.0,A,1
4448,41.4,2.5,54.1,15.6,Offline,40.8,152.9,56.5,B,1
4449,93.9,3.0,56.3,5.5,Online,93.9,177.5,50.3,C,0
4450,80.2,2.9,47.3,0.6,Offline,80.3,175.1,35.2,C,0
4451,82.2,8.7,64.3,17.6,Offline,81.8,513.5,55.9,D,0
4452,89.9,4.9,69.0,5.9,Offline,90.3,288.5,49.8,D,0
4453,64.3,6.2,77.8,15.0,Offline,64.7,374.6,55.6,C,0
4454,54.7,2.2,55.8,4.2,Offline,54.8,137.0,54.4,B,0
4455,100.0,3.0,58.1,7.8,Offline,99.4,178.6,50.7,B,0
4456,63.9,5.4,43.9,4.9,Offline,63.7,322.2,44.8,D,1
4457,44.9,13.4,44.0,22.4,Offline,44.1,806.6,48.5,C,0
4458,43.8,4.2,63.9,2.1,Offline,43.7,250.2,40.3,A,0
4459,100.0,3.4,42.4,10.0,Offline,100.4,200.9,60.0,A,0
4460,75.4,8.1,61.5,7.2,Offline,74.5,484.4,50.1,B,0
4461,79.0,7.1,66.8,20.4,Offline,78.7,427.9,44.1,C,0
4462,77.0,0.0,57.7,10.4,Offline,77.0,2.5,59.0,B,0
4463,81.0,6.9,78.1,29.4,Offline,80.8,415.1,43.6,D,0
4464,100.0,4.0,62.2,3.1,Offline,99.5,246.1,41.0,C,0
4465,67.1,6.8,61.2,29.3,Offline,67.5,406.2,35.3,C,0
4466,89.8,5.7,60.6,10.1,Offline,90.2,342.8,53.2,A,0
4467,76.8,9.6,44.0,64.0,Offline,77.5,572.7,60.0,A,0
4468,66.6,6.2,69.9,12.2,Offline,66.5,368.4,41.6,C,0
4469,61.8,4.0,57.8,1.7,Offline,62.2,236.4,58.5,A,1
4470,72.8,7.4,57.2,6.4,Offline,73.3,445.3,56.9,C,0
4471,65.0,2.4,60.1,3.9,Offline,64.4,142.3,50.1,B,0
4472,89.4,1.6,62.6,26.2,Offline,88.4,92.7,62.2,A,0
4473,100.0,6.5,70.3,5.3,Offline,99.7,389.1,41.7,D,0
4474,82.4,2.8,42.9,8.0,Offline,82.8,173.0,61.9,D,0
4475,66.5,7.5,71.0,24.9,Offline,66.6,452.0,58.2,A,0
4476,54.4,6.7,41.0,9.4,Offline,53.8,405.2,59.4,B,1
4477,59.6,6.1,62.3,20.7,Offline,59.0,364.0,50.8,A,1
4478,88.4,8.6,63.9,8.5,Offline,87.6,516.8,47.4,B,0
4479,85.7,8.1,60.5,15.9,Offline,85.9,487.9,51.9,D,1
4480,94.5,7.1,82.5,10.6,Offline,93.9,429.1,54.2,D,0
4481,60.1,7.6,42.3,7.6,Offline,59.7,458.5,53.5,D,1
4482,74.0,7.4,70.1,2.3,Offline,73.7,440.2,48.7,C,0
4483,93.6,6.9,45.1,1.6,Offline,94.8,417.7,55.3,D,0
4484,79.6,3.0,28.0,4.1,Offline,80.1,179.2,48.6,A,1
4485,58.7,0.0,31.1,2.7,Offline,58.7,-0.8,46.9,B,1
4486,61.5,1.5,58.3,1.3,Offline,61.4,88.4,63.2,C,0
4487,51.3,3.7,52.6,2.3,Offline,50.5,222.7,55.1,C,0
4488,54.6,7.4,83.6,5.5,Offline,54.9,448.3,48.4,A,1
4489,95.7,1.8,76.1,33.3,Offline,95.2,106.2,35.6,A,0
4490,57.4,5.2,42.3,0.4,Offline,56.9,309.5,36.9,D,1
4491,96.2,5.5,66.6,4.7,Offline,96.2,326.7,66.2,B,0
4492,91.1,6.6,51.9,7.5,Offline,91.2,394.5,62.4,B,0
4493,80.9,7.7,64.9,2.0,Offline,80.9,460.7,47.6,C,0
4494,62.8,5.9,91.5,0.1,Offline,62.3,352.5,46.7,B,0
4495,100.0,6.2,62.4,20.7,Offline,99.8,374.2,50.5,A,1
4496,88.2,1.4,51.9,9.8,Offline,87.8,85.0,47.3,C,0
4497,91.6,4.8,56.4,12.6,Offline,91.0,289.1,38.9,C,1
4498,75.5,4.8,62.4,13.4,Offline,74.9,294.0,56.0,B,0
4499,52.3,10.3,53.4,10.3,Offline,52.2,618.7,75.6,C,1
4500,83.2,9.7,69.9,2.8,Offline,82.5,581.4,46.6,C,0
4501,85.7,9.3,64.8,6.7,Offline,86.0,566.6,30.0,D,0
4502,53.8,6.3,92.5,16.8,Offline,54.5,377.3,55.4,B,0
4503,74.5,5.6,37.1,2.9,Offline,75.0,337.1,45.5,C,1
4504,78.1,3.9,51.6,7.4,Offline,77.3,235.8,42.5,B,0
4505,55.3,5.1,54.5,10.3,Offline,55.3,306.0,52.6,D,1
4506,76.9,1.7,63.7,1.4,Offline,78.1,98.0,52.6,C,1
4507,74.7,4.2,60.6,26.4,Offline,75.6,249.1,67.2,A,0
4508,81.0,3.8,58.6,1.1,Offline,80.9,228.8,42.9,D,0
4509,73.5,5.4,68.6,8.1,Offline,73.5,321.2,43.7,C,1
4510,68.8,15.2,82.8,6.2,Offline,69.0,911.7,44.0,C,0
4511,71.3,9.9,61.6,10.2,Offline,72.6,596.4,28.6,A,1
4512,66.9,3.6,63.3,2.1,Offline,66.6,209.8,75.9,B,0
4513,96.7,9.6,33.6,1.2,Offline,96.1,579.3,22.6,A,0
4514,80.6,4.2,36.5,18.7,Offline,81.2,247.1,41.9,D,1
4515,63.8,2.9,36.3,4.0,Offline,64.1,176.6,41.9,D,1
4516,72.3,6.0,61.0,6.7,Offline,72.2,358.7,55.3,D,0
4517,89.8,4.4,36.2,9.8,Offline,89.7,269.0,46.2,D,0
4518,93.9,3.0,64.8,0.6,Offline,94.2,179.2,63.8,D,0
4519,62.9,4.6,63.1,2.5,Offline,62.9,273.3,57.5,C,0
4520,86.8,5.5,77.6,1.5,Offline,87.0,329.1,50.0,B,0
4521,84.7,11.3,41.3,21.1,Offline,85.0,677.7,19.4,B,0
4522,83.7,3.4,63.9,33.0,Offline,83.9,202.0,39.2,A,0
4523,62.2,4.8,67.0,6.8,Offline,62.6,288.2,57.9,B,0
4524,94.3,9.2,27.2,7.1,Offline,95.1,551.0,55.5,A,0
4525,68.7,4.1,53.5,0.5,Offline,69.0,247.2,47.1,D,1
4526,58.5,4.8,65.5,4.4,Offline,58.6,284.5,60.2,A,1
4527,100.0,3.3,47.2,17.5,Offline,100.0,196.5,45.6,C,1
4528,82.0,5.3,70.6,0.6,Offline,82.9,311.6,52.2,A,0
4529,83.3,6.4,62.3,2.4,Offline,83.6,386.4,41.6,B,0
4530,100.0,3.7,98.8,2.7,Offline,100.1,221.7,58.0,D,0
4531,49.1,9.5,41.8,6.2,Offline,48.6,569.6,43.0,C,1
4532,64.0,2.3,62.9,2.9,Offline,63.6,131.8,47.5,D,1
4533,45.2,4.6,61.5,15.6,Offline,45.5,278.2,50.1,A,0
4534,68.6,4.4,38.0,5.9,Offline,68.1,265.1,44.9,B,0
4535,100.0,5.2,57.8,2.8,Online,100.0,308.6,53.1,B,0
4536,82.7,1.8,82.7,12.1,Offline,82.9,105.4,77.6,B,0
4537,86.7,3.4,41.4,3.3,Offline,86.5,205.5,50.0,A,0
4538,64.8,5.1,82.6,12.6,Offline,64.3,302.6,45.8,A,1
4539,62.8,7.8,50.4,21.8,Offline,63.2,468.6,52.8,A,1
4540,62.1,6.9,42.6,23.1,Offline,61.7,413.9,39.6,A,1
4541,100.0,5.3,45.3,0.3,Offline,100.3,318.7,57.1,A,0
4542,76.8,5.2,47.8,2.5,Offline,76.1,317.7,40.8,A,1
4543,86.2,10.0,56.3,2.1,Offline,86.2,603.9,58.4,D,0
4544,46.8,5.4,50.0,11.4,Offline,47.2,321.2,51.3,B,0
4545,83.6,6.2,65.7,10.5,Offline,83.0,371.2,57.2,D,1
4546,52.0,6.1,62.1,17.3,Offline,50.6,362.6,52.2,B,0
4547,72.0,6.5,69.2,1.3,Offline,73.4,394.0,52.8,B,0
4548,84.8,6.8,66.5,11.4,Offline,84.7,408.4,61.2,A,0
4549,81.8,5.5,73.2,12.2,Online,81.9,335.7,52.3,C,0
4550,85.9,8.5,57.3,1.6,Offline,84.7,502.4,70.5,B,1
4551,63.5,7.9,36.5,3.2,Offline,63.4,471.2,50.4,B,0
4552,62.0,6.6,53.5,7.0,Offline,61.8,393.2,60.4,D,0
4553,82.0,10.6,70.4,1.4,Offline,82.2,638.6,48.1,B,0
4554,94.4,3.0,90.1,20.2,Offline,93.8,179.0,61.0,B,0
4555,74.2,6.3,31.7,3.5,Offline,73.8,381.0,45.0,C,0
4556,76.1,7.8,68.8,0.5,Offline,76.6,471.7,52.7,D,0
4557,76.9,4.0,83.6,35.2,Offline,76.7,236.5,42.5,B,0
4558,70.2,7.2,74.2,12.6,Offline,69.8,433.0,65.6,B,0
4559,77.8,5.4,51.5,10.2,Offline,77.2,321.7,47.5,B,0
4560,66.2,3.1,64.8,17.1,Offline,66.3,191.5,50.5,A,0
4561,71.6,7.7,49.1,15.8,Offline,72.1,467.0,53.1,A,1
4562,84.8,3.5,53.7,18.9,Offline,85.0,208.7,43.3,B,1
4563,57.0,4.4,71.6,11.0,Offline,56.6,261.2,45.6,C,1
4564,72.4,5.3,69.7,11.5,Offline,72.3,316.6,54.2,B,0
4565,73.6,4.4,63.2,14.3,Offline,73.9,261.7,57.4,C,0
4566,75.1,4.2,55.8,1.9,Offline,74.8,258.9,44.7,B,0
4567,65.3,5.0,57.3,7.9,Offline,65.3,303.5,46.9,D,0
4568,76.3,4.6,48.0,2.9,Offline,76.3,279.1,62.4,C,0
4569,83.7,8.6,44.3,6.0,Offline,84.0,513.4,56.2,C,0
4570,89.8,5.6,53.6,19.1,Offline,89.7,337.2,49.8,A,0
4571,45.9,9.6,74.9,2.1,Offline,45.9,575.4,49.9,D,0
4572,79.8,5.0,80.8,19.5,Offline,80.5,305.9,81.7,B,0
4573,68.2,8.5,66.2,4.6,Offline,68.2,510.8,60.7,B,0
4574,95.4,4.2,58.1,3.6,Offline,95.1,246.7,42.0,D,0
4575,58.5,2.1,72.6,1.8,Offline,59.1,122.6,39.4,C,0
4576,68.2,5.6,63.8,0.4,Offline,68.3,334.5,77.4,D,0
4577,78.4,1.1,67.6,7.3,Offline,77.9,70.1,38.6,A,0
4578,43.7,8.7,42.5,0.2,Offline,44.3,518.9,40.6,D,1
4579,100.0,7.2,72.7,6.0,Offline,99.5,428.2,73.4,D,0
4580,87.7,6.6,78.9,5.6,Offline,87.4,401.7,49.9,C,0
4581,68.7,4.9,45.0,5.2,Offline,69.9,300.6,62.2,A,0
4582,53.0,6.0,48.4,0.9,Offline,52.8,355.0,41.3,D,0
4583,77.8,5.0,87.2,1.7,Offline,77.6,307.9,54.1,C,0
4584,83.5,10.1,77.6,6.9,Offline,83.4,610.2,52.1,D,0
4585,83.8,7.0,63.1,3.6,Offline,83.4,416.4,51.4,A,0
4586,83.8,4.5,72.6,8.3,Offline,83.7,262.3,50.9,C,0
4587,92.2,3.9,49.9,12.0,Offline,91.7,239.8,48.3,A,0
4588,88.7,8.2,66.9,14.6,Offline,88.7,486.6,48.7,B,0
4589,29.4,5.9,43.8,22.2,Offline,28.8,355.2,60.1,D,0
4590,100.0,8.6,86.8,8.8,Offline,100.7,509.3,54.8,B,0
4591,91.8,6.4,45.3,4.3,Offline,92.0,376.7,47.6,A,0
4592,66.1,8.1,48.1,4.9,Offline,65.8,483.0,50.0,C,0
4593,75.6,0.2,48.2,0.9,Offline,75.4,10.2,59.0,C,0
4594,88.3,7.1,41.4,21.6,Offline,88.1,427.9,54.4,D,0
4595,55.1,4.0,64.6,21.9,Offline,54.4,239.3,48.1,C,1
4596,100.0,8.1,42.9,8.1,Offline,99.8,484.9,51.2,A,1
4597,69.0,8.3,99.0,31.7,Offline,69.7,498.1,47.3,A,0
4598,75.4,7.3,54.5,3.2,Offline,76.1,438.8,73.0,A,1
4599,60.3,6.0,54.1,16.4,Offline,61.3,363.2,34.5,A,0
4600,78.3,6.1,82.1,0.0,Offline,79.2,364.8,42.9,C,0
4601,100.0,6.3,93.7,28.1,Offline,99.2,378.9,58.2,C,0
4602,94.6,6.3,68.5,11.4,Offline,94.2,377.5,70.0,C,0
4603,72.2,2.6,40.2,0.6,Offline,72.7,154.7,50.6,D,0
4604,43.0,7.2,56.2,4.9,Offline,42.2,430.6,26.0,D,1
4605,69.9,6.4,75.5,13.0,Offline,70.1,380.2,55.9,C,0
4606,62.9,4.8,54.9,11.4,Offline,62.9,285.3,61.2,C,1
4607,73.9,9.1,57.2,47.7,Offline,73.9,538.6,54.7,B,0
4608,56.2,5.1,73.7,25.7,Offline,56.1,300.4,62.8,B,1
4609,96.8,7.5,67.4,21.6,Offline,96.9,445.5,46.4,D,0
4610,82.4,8.7,90.8,2.2,Offline,82.9,519.5,50.5,C,0
4611,70.5,11.1,70.1,16.2,Offline,70.5,670.2,54.9,C,1
4612,70.5,6.1,55.2,17.2,Offline,70.0,366.9,59.2,C,0
4613,76.7,7.8,73.9,3.0,Offline,76.1,464.5,64.5,D,1
4614,87.6,2.0,54.0,1.3,Offline,87.5,118.6,38.1,C,0
4615,57.6,5.8,57.3,16.2,Offline,57.3,349.3,61.7,B,1
4616,66.7,4.8,73.1,3.2,Offline,67.5,288.5,44.9,B,0
4617,74.4,6.8,80.8,9.4,Offline,73.9,404.9,57.2,C,0
4618,70.5,1.9,58.0,2.0,Offline,70.5,111.5,47.8,C,0
4619,86.6,7.8,71.1,15.6,Offline,87.1,469.5,65.9,A,0
4620,73.7,7.2,53.8,15.0,Offline,74.2,436.4,58.2,A,1
4621,91.4,9.0,61.7,2.6,Offline,91.2,538.7,49.8,D,0
4622,64.8,6.2,68.6,3.8,Offline,65.5,371.7,52.9,D,0
4623,57.0,5.9,51.4,10.4,Offline,56.2,353.5,54.5,B,1
4624,70.8,6.2,77.5,26.8,Offline,71.2,369.5,50.1,D,0
4625,38.9,7.6,48.5,11.6,Offline,39.7,452.9,63.5,C,1
4626,65.1,2.4,40.4,6.6,Offline,65.4,139.6,50.1,C,0
4627,86.3,9.0,65.9,25.2,Offline,85.9,539.7,43.3,B,0
4628,96.6,5.1,66.5,2.2,Offline,96.1,306.4,54.9,A,1
4629,55.4,1.5,67.3,2.2,Offline,54.5,89.0,63.6,C,0
4630,72.5,6.9,42.8,1.1,Offline,72.6,415.5,51.2,C,0
4631,81.5,10.9,84.1,13.1,Offline,81.2,654.3,67.2,D,0
4632,47.4,4.5,57.0,48.2,Offline,48.0,268.8,60.2,C,0
4633,87.9,3.4,72.5,6.1,Offline,86.9,211.8,29.4,B,0
4634,84.7,0.0,36.6,0.8,Offline,84.9,3.5,55.1,A,0
4635,90.9,1.6,65.1,2.8,Offline,90.2,96.4,43.8,D,0
4636,89.5,6.8,60.8,14.5,Offline,89.6,414.0,66.6,C,0
4637,64.3,4.2,72.7,18.0,Offline,64.3,250.4,43.5,A,1
4638,55.4,7.3,65.2,0.7,Offline,55.4,435.5,45.7,A,0
4639,78.6,4.4,44.9,11.2,Offline,78.3,263.8,63.1,D,0
4640,80.5,7.6,50.3,0.0,Offline,80.0,454.5,44.7,D,0
4641,100.0,4.1,66.7,32.7,Offline,100.1,248.5,46.8,B,0
4642,55.3,9.2,69.2,9.4,Offline,55.6,555.4,60.1,C,1
4643,57.8,4.5,99.0,0.1,Offline,58.0,264.2,50.0,C,0
4644,75.3,11.5,53.2,1.6,Offline,74.8,691.0,45.6,B,0
4645,66.5,4.8,55.5,28.0,Offline,67.2,281.2,44.3,A,1
4646,53.0,4.9,39.3,2.0,Offline,53.7,290.7,53.2,A,1
4647,61.8,9.3,42.3,0.3,Offline,62.2,557.9,55.3,C,1
4648,90.5,10.3,55.7,14.3,Online,90.8,612.7,45.8,C,1
4649,73.8,3.4,49.7,4.1,Offline,74.3,206.9,52.5,D,0
4650,85.7,1.9,76.5,10.6,Offline,85.1,116.3,32.6,D,0
4651,75.8,9.2,69.3,25.1,Offline,76.1,547.9,50.6,B,1
4652,100.0,4.8,54.8,1.4,Offline,99.3,285.9,61.0,C,0
4653,67.3,2.9,41.8,2.6,Offline,68.2,171.2,29.6,C,1
4654,84.5,9.2,61.1,20.7,Offline,84.0,551.5,46.9,B,1
4655,66.8,2.1,48.9,4.5,Offline,66.5,128.8,65.7,B,1
4656,61.7,6.0,71.0,0.3,Offline,62.5,363.8,32.0,A,0
4657,59.0,7.3,64.3,2.1,Offline,58.5,439.2,49.6,A,0
4658,56.4,8.2,41.5,18.7,Offline,57.3,494.2,43.7,D,1
4659,65.8,8.7,62.8,20.8,Offline,66.7,520.5,57.9,B,1
4660,65.1,3.7,86.7,3.1,Offline,65.1,219.1,49.1,B,0
4661,57.2,7.1,32.7,1.4,Offline,57.6,426.8,56.8,D,1
4662,61.9,7.1,56.8,0.3,Offline,61.5,424.7,41.2,D,0
4663,81.0,10.0,60.8,3.0,Offline,81.3,601.3,61.2,C,0
4664,57.2,7.4,69.4,6.6,Offline,57.3,443.7,44.1,A,0
4665,91.6,3.2,53.8,29.5,Offline,90.8,193.7,51.4,A,0
4666,86.9,2.8,50.9,10.3,Offline,87.8,167.6,49.8,D,0
4667,75.9,4.7,67.4,15.0,Online,74.5,280.7,43.9,B,0
4668,71.1,11.9,65.8,32.1,Offline,71.8,709.0,52.8,A,0
4669,95.0,5.7,75.0,10.6,Offline,95.1,345.9,54.2,C,0
4670,95.3,3.5,58.8,2.5,Offline,94.9,203.6,56.2,A,0
4671,100.0,6.5,82.0,11.0,Offline,100.1,392.3,62.4,B,0
4672,98.2,8.6,55.1,7.4,Offline,99.1,514.3,48.7,C,1
4673,77.9,7.0,56.2,13.1,Offline,77.7,417.0,64.6,A,0
4674,58.3,5.4,58.9,13.4,Offline,59.4,324.5,44.4,C,0
4675,67.7,10.4,56.3,3.2,Offline,68.4,620.6,34.3,D,0
4676,46.8,8.8,50.9,15.2,Offline,46.8,530.2,63.4,D,1
4677,69.7,9.1,39.5,40.8,Offline,69.4,543.6,31.6,D,0
4678,70.4,3.5,85.6,30.9,Offline,70.6,212.5,53.0,D,0
4679,83.9,4.2,48.6,2.9,Offline,83.7,251.2,52.6,C,0
4680,65.2,4.3,60.4,4.2,Offline,64.9,257.2,35.5,B,1
4681,89.5,5.8,68.9,4.4,Offline,89.5,343.6,46.2,D,0
4682,85.1,6.3,79.5,2.5,Offline,85.3,379.5,38.9,A,0
4683,69.4,2.3,76.3,5.9,Offline,70.2,137.3,52.7,C,1
4684,74.8,3.3,58.4,0.3,Offline,74.5,190.0,48.8,B,0
4685,69.6,6.4,55.2,3.7,Offline,70.5,390.7,57.2,D,0
4686,72.4,7.0,65.5,10.6,Offline,71.3,417.3,48.3,A,0
4687,66.8,10.6,82.3,26.9,Offline,66.6,641.8,73.1,C,0
4688,59.8,6.2,40.0,9.2,Offline,59.7,368.8,83.3,C,0
4689,65.2,8.6,52.5,28.0,Offline,66.2,514.0,49.3,B,1
4690,82.1,1.1,53.1,1.1,Offline,82.7,65.0,43.5,B,0
4691,59.6,7.1,54.1,2.0,Online,59.2,422.8,42.8,C,0
4692,60.4,2.2,34.4,7.9,Online,59.9,131.1,41.3,C,1
4693,71.9,3.8,48.8,12.5,Offline,71.2,232.0,53.8,D,1
4694,100.0,6.3,74.4,3.5,Online,100.1,382.8,34.8,D,0
4695,83.2,6.3,80.1,16.7,Offline,82.6,377.6,59.6,B,0
4696,73.7,4.3,96.0,0.8,Offline,73.4,262.9,26.4,B,1
4697,87.7,7.8,61.1,5.4,Online,88.0,464.2,52.3,C,0
4698,80.6,1.6,34.9,10.3,Offline,80.5,99.2,44.5,B,0
4699,35.1,4.7,70.3,10.7,Offline,35.4,281.8,63.4,C,1
4700,76.5,6.5,56.8,12.8,Offline,76.7,389.7,67.0,D,1
4701,85.1,4.7,65.4,7.3,Offline,85.0,278.3,47.9,A,0
4702,90.4,6.5,33.5,15.0,Offline,91.2,392.3,69.3,C,0
4703,86.6,11.0,64.4,30.5,Offline,86.1,662.6,62.5,B,1
4704,86.9,4.6,62.3,23.7,Offline,86.5,281.2,48.1,D,0
4705,49.5,5.7,37.4,7.6,Offline,49.5,337.5,57.1,A,0
4706,67.3,3.6,60.3,2.7,Offline,67.4,220.3,70.7,A,1
4707,76.3,2.8,84.6,20.7,Offline,75.8,169.0,53.2,A,1
4708,100.0,5.5,55.2,4.4,Offline,99.9,326.8,55.7,A,0
4709,64.1,8.4,58.7,6.1,Offline,64.3,508.0,50.8,A,0
4710,88.3,3.9,56.5,7.2,Offline,88.8,233.7,53.2,A,1
4711,91.2,8.7,61.4,8.8,Offline,92.2,525.6,47.8,D,0
4712,100.0,6.7,74.4,11.5,Offline,100.8,405.1,54.7,D,0
