customer_id,credit_score,annual_income,debt_to_income_ratio,employment_years,num_late_payments_12m,num_credit_lines,loan_amount,age,has_mortgage,num_dependents,monthly_expenses,savings_balance,num_previous_loans,avg_previous_loan_amount,region,credit_score_copy,random_noise_1,random_noise_2,random_noise_3,default
98,793,60700.0,0.406,0.7,1,7,38300.0,36,1,2,630.0,4390.0,1,3700.0,North,788.0,49.63,77.04,Z,0
837,646,22400.0,0.416,4.6,1,6,12000.0,47,1,0,3590.0,4180.0,3,7240.0,West,645.0,38.61,67.8,Y,0
622,632,146100.0,0.109,1.0,1,9,3200.0,31,1,1,2600.0,15030.0,3,12990.0,East,630.0,55.09,61.97,Z,0
323,734,32500.0,0.381,6.9,0,6,3400.0,25,0,0,990.0,7060.0,1,3660.0,South,733.0,56.46,41.9,X,0
673,693,40000.0,0.17,2.3,1,7,5700.0,42,1,2,2440.0,2170.0,5,8200.0,East,693.0,27.39,88.61,Z,0
142,820,55300.0,0.333,2.4,1,8,15600.0,37,1,0,1140.0,18450.0,2,4220.0,West,819.0,35.48,60.56,Z,0
613,688,29700.0,0.45,16.2,1,2,9100.0,36,0,0,2770.0,8930.0,3,5200.0,East,689.0,49.34,30.1,Z,0
693,666,19900.0,0.303,0.7,1,3,9100.0,34,0,1,660.0,6860.0,4,10850.0,North,662.0,42.23,42.17,X,0
447,669,60400.0,0.167,1.3,0,8,6800.0,21,1,0,1550.0,4100.0,2,6570.0,North,671.0,57.05,69.88,Y,0
608,592,48700.0,0.209,4.8,0,10,15300.0,36,1,1,3040.0,14470.0,1,12130.0,West,596.0,33.47,10.08,X,0
353,597,56900.0,0.41,2.7,0,11,8100.0,21,1,1,570.0,3870.0,3,4680.0,South,596.0,57.18,74.16,Z,0
462,689,33100.0,0.293,0.6,0,7,9300.0,43,0,3,1700.0,5760.0,2,8080.0,East,691.0,38.82,20.42,X,0
849,709,89100.0,0.439,7.5,0,3,7500.0,39,0,1,1750.0,1340.0,3,10790.0,South,711.0,59.47,85.74,Z,0
171,752,81000.0,0.434,3.2,0,10,11400.0,38,0,0,850.0,2280.0,4,2000.0,South,751.0,32.99,25.4,Y,0
530,847,65300.0,0.306,4.5,0,7,13300.0,44,0,3,2090.0,430.0,3,6090.0,North,851.0,68.93,17.86,Z,0
663,708,34600.0,0.388,11.9,0,3,6500.0,29,1,1,2420.0,13910.0,5,8110.0,East,703.0,56.36,99.9,Z,0
410,591,343000.0,0.587,6.9,0,8,12300.0,27,0,1,2500.0,3800.0,2,7220.0,South,593.0,64.63,76.83,Z,0
838,715,65200.0,0.344,8.1,2,7,6900.0,26,1,3,1520.0,3710.0,3,9300.0,South,715.0,40.39,65.74,X,0
282,651,118300.0,0.408,4.1,1,8,14500.0,48,1,1,2730.0,12540.0,0,7990.0,East,658.0,53.38,63.13,Z,0
914,664,52000.0,0.495,7.0,2,6,16700.0,44,1,0,3190.0,6790.0,2,5310.0,East,664.0,53.41,94.37,X,0
788,693,49200.0,0.43,9.9,0,5,8800.0,23,0,1,1590.0,2510.0,3,6450.0,South,693.0,64.28,80.05,X,0
826,657,54800.0,0.34,6.9,1,4,11200.0,49,1,2,400.0,3030.0,5,7900.0,West,651.0,60.68,42.77,Y,0
110,602,39800.0,0.02,3.6,0,9,5500.0,47,1,3,2300.0,10520.0,4,2450.0,South,604.0,34.24,28.76,Y,0
783,716,48100.0,0.461,6.0,0,6,8200.0,43,1,2,2720.0,43830.0,1,17770.0,South,717.0,54.64,24.47,Z,0
991,819,69400.0,0.183,1.2,1,9,9000.0,24,1,1,300.0,1990.0,0,4480.0,North,824.0,57.91,39.11,Y,0
714,785,28500.0,0.557,7.6,0,6,7000.0,50,0,2,2720.0,39060.0,2,3640.0,South,786.0,64.9,47.3,X,0
272,727,54100.0,0.342,2.1,1,10,13700.0,55,0,0,1430.0,2880.0,3,6480.0,East,733.0,46.98,2.62,Y,0
708,803,73000.0,0.348,9.7,0,7,1200.0,38,0,1,2430.0,10190.0,0,5720.0,East,801.0,55.75,70.77,Z,0
649,674,24400.0,0.364,0.6,0,5,9300.0,32,1,1,2470.0,9240.0,4,3910.0,East,674.0,52.52,8.47,Y,0
131,637,41900.0,0.226,7.4,1,5,9300.0,45,1,1,2440.0,3530.0,4,6970.0,North,637.0,40.95,15.51,X,0
648,752,63100.0,0.301,1.6,1,7,5000.0,23,0,0,2030.0,1310.0,0,8230.0,South,752.0,40.0,10.05,X,0
928,765,57700.0,0.397,8.8,1,4,12100.0,48,1,1,2900.0,9400.0,3,10420.0,East,764.0,54.48,79.83,Z,0
879,781,49800.0,0.466,8.2,1,8,5600.0,54,0,3,3490.0,800.0,2,5030.0,East,777.0,41.77,95.77,X,0
200,641,31100.0,0.269,10.1,0,8,12100.0,50,0,0,1700.0,1480.0,2,3490.0,North,643.0,57.47,22.18,Y,0
659,637,36400.0,0.277,0.5,0,6,10100.0,58,1,3,1270.0,580.0,2,8630.0,North,636.0,44.76,13.52,Z,0
562,726,67100.0,0.311,10.2,2,12,7800.0,47,1,3,2700.0,4320.0,5,6050.0,South,721.0,52.26,82.15,X,0
507,679,99700.0,0.533,21.2,0,3,11100.0,40,0,2,2750.0,1450.0,1,9340.0,North,683.0,53.73,65.46,Y,0
26,599,24500.0,0.12,1.1,1,4,8300.0,44,1,1,2170.0,8710.0,3,6800.0,West,600.0,42.47,54.5,X,1
100,836,59500.0,0.295,1.4,0,10,7700.0,39,0,3,2330.0,700.0,4,7230.0,East,843.0,46.55,86.44,Y,0
614,739,26500.0,0.483,3.3,1,7,5700.0,34,0,0,1800.0,9550.0,5,3970.0,North,735.0,40.87,78.06,Y,1
5,593,21500.0,0.506,4.3,2,7,12900.0,34,1,3,2910.0,19900.0,2,2670.0,South,592.0,45.4,22.47,Y,1
889,803,48400.0,0.233,22.1,0,7,13100.0,53,0,3,720.0,26200.0,3,4840.0,South,805.0,58.22,89.38,Y,0
42,591,61500.0,0.136,0.2,2,7,4100.0,41,0,0,2350.0,380.0,3,7280.0,North,589.0,49.6,8.27,Z,0
426,639,42500.0,0.15,19.6,1,7,22500.0,41,1,0,2630.0,6830.0,1,2650.0,West,642.0,62.61,51.21,Z,0
107,654,30400.0,0.379,1.8,0,13,10600.0,29,0,1,1320.0,15810.0,3,9300.0,West,657.0,49.94,75.1,Z,0
81,792,23200.0,0.291,1.5,0,10,15500.0,48,1,0,2250.0,800.0,1,9670.0,North,789.0,63.24,49.01,Y,0
472,747,44700.0,0.278,4.6,0,8,10300.0,52,0,1,2190.0,24360.0,1,13420.0,South,748.0,44.09,96.83,X,0
4,781,94800.0,0.571,13.2,0,6,6500.0,26,1,0,2580.0,12200.0,2,7660.0,North,778.0,56.56,90.91,Z,0
816,567,33700.0,0.47,13.2,0,8,8900.0,67,0,2,1600.0,5130.0,3,10150.0,West,571.0,53.52,48.51,Z,1
902,653,87000.0,0.346,18.5,1,2,9400.0,36,0,2,1920.0,13780.0,3,9130.0,West,651.0,50.76,52.66,X,0
153,597,27500.0,0.336,4.7,1,5,16300.0,29,1,1,2340.0,24270.0,0,7530.0,East,597.0,48.35,0.97,Z,0
978,639,61600.0,0.247,4.0,1,5,12700.0,36,1,1,2510.0,34200.0,3,2870.0,West,637.0,43.88,8.72,Y,0
325,667,77000.0,0.264,15.1,1,10,8400.0,27,1,1,1470.0,2980.0,1,7590.0,East,670.0,64.4,13.62,Y,0
147,665,169500.0,0.505,3.3,0,7,8400.0,43,0,1,1630.0,2580.0,1,6660.0,West,664.0,40.99,87.71,X,0
746,712,116300.0,0.225,1.1,1,10,15700.0,40,0,2,1680.0,18950.0,1,6270.0,South,714.0,57.05,11.98,X,0
91,668,133600.0,0.239,5.8,0,6,18100.0,44,0,1,2300.0,35860.0,1,11290.0,West,666.0,45.28,8.24,Y,0
628,781,107200.0,0.207,1.5,1,7,14000.0,47,0,0,3490.0,2820.0,6,5340.0,North,781.0,40.18,18.38,Z,0
195,607,53500.0,0.395,7.6,0,5,7700.0,50,1,3,2520.0,1350.0,2,3170.0,West,606.0,58.96,22.5,Z,0
852,618,32200.0,0.169,4.5,0,4,5200.0,33,1,1,1180.0,12190.0,0,22650.0,East,612.0,54.93,32.47,Z,0
495,831,36600.0,0.494,7.0,0,7,16200.0,32,1,1,810.0,4220.0,1,8120.0,North,836.0,51.81,41.14,Z,0
786,721,108900.0,0.314,15.9,0,5,8300.0,21,0,0,2050.0,2320.0,1,13640.0,North,725.0,41.14,89.03,X,0
789,690,95300.0,0.02,5.7,1,9,6000.0,44,0,1,1660.0,1640.0,0,3000.0,West,688.0,63.86,24.43,Y,0
38,692,21900.0,0.329,1.1,0,6,6500.0,24,0,1,3400.0,12150.0,2,4880.0,North,694.0,47.19,66.32,X,0
88,758,59800.0,0.257,8.2,1,9,21600.0,38,0,1,2220.0,4990.0,1,17400.0,South,756.0,38.18,13.96,Y,0
619,734,49300.0,0.186,8.1,0,7,5400.0,46,0,1,2600.0,1220.0,4,10490.0,North,728.0,68.1,96.17,X,0
591,758,66900.0,0.423,3.4,2,8,14200.0,41,1,1,2770.0,2210.0,5,5310.0,North,755.0,60.26,34.54,X,0
551,626,101800.0,0.121,3.5,0,7,23500.0,47,0,4,3150.0,3570.0,1,3040.0,South,628.0,50.25,93.17,X,0
132,650,68500.0,0.314,0.6,0,7,9600.0,39,0,1,2810.0,53630.0,4,7570.0,South,652.0,57.66,60.71,Y,0
901,676,57300.0,0.399,7.4,1,7,8200.0,42,0,0,2620.0,6340.0,2,8280.0,West,675.0,54.26,59.3,Y,0
255,658,35400.0,0.303,21.1,1,5,3000.0,36,0,2,1970.0,12060.0,0,3470.0,North,656.0,36.71,68.23,Z,0
369,654,36300.0,0.184,6.6,0,5,6700.0,42,0,4,1800.0,5090.0,6,6380.0,South,659.0,42.29,0.53,X,0
547,666,104700.0,0.326,2.2,1,7,12700.0,26,0,3,3290.0,2580.0,1,10100.0,West,667.0,51.44,53.72,Z,0
324,631,91000.0,0.035,3.9,0,8,8200.0,40,0,2,3060.0,4500.0,1,3120.0,North,628.0,47.23,11.08,Y,0
364,712,36700.0,0.404,6.2,2,6,19500.0,62,0,1,1850.0,2870.0,5,8520.0,West,717.0,59.14,2.64,Y,0
197,811,43700.0,0.457,6.2,0,10,8000.0,57,0,0,1630.0,8110.0,4,8390.0,South,804.0,63.03,50.53,X,0
450,704,88600.0,0.463,3.1,0,4,3400.0,24,1,3,2280.0,6450.0,2,10400.0,West,703.0,47.67,22.84,Z,1
35,769,50700.0,0.415,5.8,0,9,17000.0,39,0,1,3060.0,2950.0,2,11330.0,West,772.0,56.34,93.51,Y,0
192,736,49200.0,0.179,0.0,0,7,7000.0,37,1,2,2550.0,8470.0,0,2050.0,East,737.0,40.47,25.06,Z,0
15,713,24200.0,0.293,2.8,0,5,20800.0,43,1,4,2820.0,940.0,2,4880.0,South,717.0,53.23,57.63,Z,0
22,657,71500.0,0.205,7.1,0,11,7200.0,52,0,2,3000.0,4050.0,3,3950.0,East,661.0,47.09,4.32,Z,0
607,675,28600.0,0.422,4.6,1,7,10600.0,48,0,1,2170.0,5220.0,1,2310.0,East,676.0,60.91,54.34,Y,0
775,700,24600.0,0.48,1.1,0,6,4100.0,33,1,1,1740.0,2340.0,2,12840.0,West,702.0,48.63,26.1,X,0
873,641,45700.0,0.387,2.2,1,3,7200.0,44,0,3,2240.0,35900.0,0,5720.0,West,643.0,41.68,47.77,Y,0
781,663,96900.0,0.458,0.4,1,11,5200.0,28,1,0,1380.0,5610.0,1,13150.0,North,664.0,53.8,77.95,Y,0
802,652,55900.0,0.383,1.1,0,10,18300.0,26,1,1,870.0,7520.0,1,3000.0,West,651.0,53.26,31.31,X,0
875,570,59300.0,0.203,12.5,2,5,13600.0,39,0,2,4330.0,770.0,2,12660.0,South,574.0,71.31,82.52,X,0
90,660,66200.0,0.262,6.3,1,10,7800.0,28,1,0,2730.0,37590.0,4,4880.0,North,662.0,42.47,16.04,X,0
592,638,25200.0,0.306,16.8,2,5,7600.0,45,0,1,1620.0,10590.0,4,4300.0,West,633.0,48.16,29.58,X,0
832,663,72600.0,0.451,7.7,0,10,8100.0,35,1,2,2470.0,5270.0,0,6410.0,North,658.0,61.69,35.04,Y,0
958,811,236200.0,0.309,15.0,1,4,14300.0,40,0,2,2350.0,10030.0,1,10470.0,North,815.0,36.33,90.6,X,0
288,688,69200.0,0.525,5.3,2,6,8500.0,44,0,0,950.0,5380.0,4,7710.0,North,683.0,42.2,10.67,X,0
7,785,46600.0,0.241,0.9,0,7,13600.0,27,1,1,3110.0,7670.0,2,17110.0,North,786.0,66.01,70.94,Z,1
101,676,62800.0,0.361,0.1,0,6,9300.0,37,0,2,2250.0,4270.0,4,16680.0,East,681.0,48.12,55.66,Y,0
962,680,43200.0,0.262,5.5,0,9,11500.0,45,0,1,3180.0,1400.0,1,3850.0,West,684.0,33.83,13.57,X,0
182,637,68600.0,0.408,2.4,1,8,16600.0,33,1,1,1800.0,10580.0,2,3670.0,South,638.0,53.61,23.33,X,1
284,736,113900.0,0.043,5.0,2,5,11800.0,52,1,0,580.0,6190.0,2,15840.0,East,742.0,39.38,22.08,X,0
481,610,43900.0,0.397,10.2,1,10,18200.0,35,1,3,2300.0,26440.0,3,7560.0,East,610.0,39.32,9.01,Y,1
776,721,39400.0,0.279,4.5,0,9,16200.0,21,1,1,2820.0,18690.0,1,7070.0,East,725.0,55.87,38.82,Z,0
976,612,114100.0,0.285,4.0,2,5,5800.0,34,1,0,2590.0,11060.0,0,2460.0,East,617.0,57.34,82.91,Z,0
896,769,48600.0,0.106,4.6,0,8,11600.0,43,1,2,3460.0,6700.0,1,4750.0,North,772.0,40.75,11.18,Y,0
338,682,23900.0,0.516,0.0,0,3,12300.0,43,1,1,2370.0,4720.0,1,10350.0,South,681.0,66.17,44.06,X,0
12,794,41500.0,0.437,1.9,2,12,14900.0,46,1,3,2310.0,1530.0,0,6680.0,East,788.0,49.3,72.3,Z,0
680,634,96600.0,0.214,14.5,0,10,13800.0,61,0,1,3040.0,2770.0,1,8660.0,North,635.0,54.42,0.53,Z,0
193,647,44200.0,0.559,12.4,0,8,12700.0,59,1,0,3690.0,4420.0,1,9140.0,North,646.0,33.14,69.45,Z,0
177,738,27400.0,0.079,9.5,1,2,11100.0,36,1,4,3610.0,1610.0,1,5300.0,West,740.0,69.61,74.04,Y,0
322,652,38800.0,0.354,16.1,0,8,13700.0,49,1,3,1020.0,4440.0,0,5990.0,North,654.0,46.51,28.75,Z,0
744,644,55300.0,0.401,13.2,1,7,10600.0,31,1,0,2610.0,5700.0,2,5540.0,North,650.0,40.67,35.48,X,0
829,630,114100.0,0.398,2.9,1,10,21700.0,53,1,1,1590.0,21710.0,1,1690.0,West,631.0,55.8,98.52,X,0
71,715,58700.0,0.232,0.6,0,10,12000.0,29,1,1,550.0,1230.0,2,4080.0,East,716.0,61.37,46.12,Y,0
778,661,71500.0,0.511,7.7,0,8,4300.0,54,1,2,3200.0,1750.0,1,4730.0,West,662.0,40.89,74.27,Z,1
175,586,15700.0,0.414,12.4,0,7,7300.0,40,1,1,2100.0,2860.0,0,6430.0,West,589.0,54.32,68.1,X,0
499,574,54400.0,0.41,2.2,1,3,3700.0,31,1,0,1780.0,4250.0,4,6320.0,East,569.0,51.43,86.0,Y,0
449,768,49300.0,0.231,2.3,0,6,8500.0,33,1,2,1130.0,2960.0,0,8610.0,South,764.0,44.76,0.76,Z,0
743,570,27100.0,0.06,6.0,0,7,12800.0,39,0,1,1480.0,42250.0,2,11780.0,West,570.0,51.92,7.38,Z,1
954,711,55500.0,0.369,4.7,0,8,13400.0,62,0,0,2410.0,1140.0,0,5330.0,North,711.0,50.83,12.09,Z,1
416,709,53900.0,0.434,18.0,1,8,12100.0,36,1,2,3300.0,5100.0,1,5960.0,North,707.0,53.69,97.46,X,0
888,704,27600.0,0.247,7.9,0,2,4500.0,34,0,1,1200.0,490.0,6,3120.0,South,707.0,49.85,31.87,Y,0
434,603,39500.0,0.117,4.0,0,6,8000.0,37,1,0,1890.0,43270.0,1,14190.0,South,599.0,40.04,54.1,Z,0
820,575,31400.0,0.529,0.6,0,9,3900.0,57,1,4,2020.0,13770.0,1,3720.0,East,575.0,19.15,9.66,Z,1
419,673,41200.0,0.416,1.4,0,3,19300.0,47,0,4,2380.0,3680.0,1,22530.0,West,674.0,53.05,28.51,Y,0
21,727,93800.0,0.148,3.7,0,7,7400.0,54,1,0,1800.0,11620.0,2,5900.0,East,730.0,57.03,79.64,X,0
959,631,47300.0,0.218,0.1,0,4,13500.0,47,1,0,1740.0,3430.0,0,19620.0,East,629.0,49.38,31.57,X,0
584,720,31500.0,0.346,1.7,1,7,22000.0,25,1,0,1870.0,9100.0,2,3970.0,South,722.0,51.88,65.26,Y,0
836,614,31200.0,0.324,2.7,0,4,2800.0,28,1,0,510.0,7290.0,3,2350.0,North,621.0,58.09,65.03,Y,1
815,752,31700.0,0.494,5.3,1,6,10300.0,36,0,1,2400.0,2030.0,2,8040.0,West,744.0,53.79,10.1,Z,0
936,687,59300.0,0.125,2.7,0,9,8400.0,38,1,1,1690.0,14860.0,5,14250.0,East,690.0,59.38,35.25,Z,0
855,702,80200.0,0.339,4.5,0,9,30600.0,47,0,0,1850.0,6670.0,5,3750.0,South,701.0,43.54,65.55,Y,0
731,689,111800.0,0.317,9.4,2,8,7800.0,42,0,2,1560.0,4820.0,2,6100.0,North,684.0,34.61,63.63,X,1
955,632,39900.0,0.353,4.4,0,5,13300.0,42,0,1,2910.0,5560.0,6,2430.0,North,631.0,52.4,25.22,Y,0
908,721,47000.0,0.465,2.4,0,10,4800.0,44,1,0,830.0,520.0,3,7920.0,West,723.0,51.1,36.24,Z,0
258,770,20900.0,0.354,10.3,1,5,13100.0,63,1,1,3040.0,9590.0,1,4630.0,East,774.0,40.01,55.8,Y,0
295,639,54900.0,0.341,19.0,0,10,13200.0,36,0,0,2850.0,7250.0,4,10050.0,North,639.0,49.08,28.03,X,0
152,604,59900.0,0.241,2.5,1,10,10200.0,21,0,1,1160.0,14150.0,2,9180.0,South,605.0,60.41,33.24,X,0
751,665,130400.0,0.153,3.0,2,6,5100.0,50,0,3,3230.0,10560.0,1,5130.0,West,665.0,56.85,25.46,X,0
785,732,34900.0,0.181,7.5,1,8,10500.0,33,0,3,1390.0,2070.0,2,7900.0,North,730.0,31.75,31.52,X,0
368,512,55800.0,0.216,1.5,0,7,10600.0,37,0,0,2160.0,650.0,0,6750.0,South,515.0,40.72,78.15,Z,0
385,584,13200.0,0.347,16.1,0,10,9400.0,60,1,1,1160.0,4000.0,1,17840.0,West,582.0,41.24,19.43,Y,0
222,729,99800.0,0.146,4.3,1,8,24900.0,50,1,1,2820.0,11840.0,3,4150.0,East,731.0,55.93,52.47,Z,0
706,644,86100.0,0.361,12.3,1,5,10200.0,52,0,0,3320.0,14170.0,2,7570.0,South,645.0,46.17,96.27,X,0
352,539,43600.0,0.264,12.4,1,8,12300.0,36,0,1,560.0,14300.0,2,3860.0,South,535.0,64.34,38.63,X,1
814,746,91300.0,0.375,0.1,0,10,6600.0,47,0,3,1870.0,1820.0,6,11200.0,East,747.0,54.05,44.06,Y,0
595,587,57600.0,0.353,7.9,1,5,9000.0,28,0,0,2530.0,20370.0,2,7820.0,East,583.0,27.7,11.04,Y,0
289,707,41400.0,0.459,2.6,0,5,17200.0,47,1,0,2770.0,2750.0,2,2630.0,West,710.0,56.29,19.07,Y,0
328,690,121000.0,0.412,0.6,1,9,5300.0,21,0,2,2360.0,1650.0,0,5010.0,South,687.0,50.6,88.89,Y,0
758,754,30300.0,0.339,0.4,0,8,7300.0,39,1,1,2670.0,4090.0,4,1880.0,West,750.0,46.83,4.01,Z,0
571,544,59800.0,0.42,13.4,1,8,9400.0,33,0,0,2370.0,1060.0,4,4510.0,North,546.0,35.57,43.34,Z,1
722,710,93900.0,0.26,7.4,0,7,19400.0,35,0,0,1930.0,2660.0,2,12940.0,North,712.0,25.22,72.37,Y,0
95,702,30100.0,0.327,4.9,1,7,14000.0,24,1,2,1590.0,850.0,1,2830.0,East,696.0,51.49,8.15,X,0
72,677,68500.0,0.321,4.1,0,6,5600.0,46,0,1,4240.0,4380.0,1,13870.0,South,674.0,41.83,40.55,X,0
927,677,35600.0,0.552,2.3,0,9,3100.0,36,1,0,2810.0,27200.0,2,18270.0,North,678.0,43.11,43.15,Y,1
261,723,113600.0,0.379,6.6,0,9,14100.0,57,1,0,1160.0,12880.0,5,4130.0,North,720.0,47.24,13.96,Z,0
259,702,50000.0,0.167,9.5,1,7,15100.0,47,1,2,3140.0,24940.0,3,4230.0,North,709.0,57.56,85.58,Y,0
179,664,28700.0,0.328,4.5,0,7,20200.0,21,0,2,2980.0,3200.0,0,6980.0,North,661.0,38.71,35.16,Y,0
127,757,24600.0,0.219,10.6,1,6,13700.0,38,1,3,2070.0,10310.0,5,6720.0,North,759.0,69.61,52.66,Y,0
741,683,83100.0,0.395,1.7,1,9,7500.0,52,1,1,1330.0,15800.0,2,3450.0,East,687.0,64.36,50.69,Z,0
642,588,69800.0,0.121,4.3,0,9,9700.0,45,1,3,300.0,48900.0,5,3030.0,South,586.0,60.47,87.82,Z,0
395,637,56600.0,0.36,3.2,0,4,9500.0,55,1,1,2960.0,13210.0,1,5560.0,South,636.0,65.09,57.93,Z,0
796,702,45100.0,0.306,12.2,1,4,3900.0,21,0,1,1750.0,4580.0,2,6520.0,East,703.0,40.9,84.09,X,0
460,682,30300.0,0.552,12.0,1,0,11500.0,54,0,1,3280.0,6060.0,2,6800.0,South,684.0,52.26,48.58,X,0
733,788,72400.0,0.217,1.9,0,5,5100.0,45,0,3,3210.0,2340.0,7,17480.0,West,788.0,49.56,9.16,Z,0
965,626,129700.0,0.345,30.7,1,13,11400.0,46,1,1,3540.0,10730.0,1,5530.0,South,623.0,37.72,39.45,X,0
617,677,47100.0,0.259,4.9,2,10,18900.0,38,0,1,1780.0,2330.0,3,6890.0,North,672.0,57.46,88.53,Z,0
579,805,37500.0,0.382,0.2,0,7,6500.0,46,0,0,1440.0,3840.0,0,12270.0,South,808.0,50.29,49.02,Z,0
921,744,164500.0,0.365,9.3,0,6,5100.0,22,0,1,3640.0,8570.0,6,5800.0,South,741.0,63.4,39.54,X,0
113,606,22400.0,0.278,0.8,0,6,6600.0,27,0,2,2700.0,5740.0,2,7880.0,East,601.0,47.32,27.56,X,0
984,684,35100.0,0.154,10.3,0,5,5300.0,22,1,0,2760.0,4690.0,1,5670.0,North,684.0,59.01,72.74,X,0
479,730,69100.0,0.221,1.3,1,8,5600.0,46,1,1,2660.0,2930.0,0,4000.0,North,735.0,55.59,95.75,Y,0
467,688,44700.0,0.384,20.8,1,5,7300.0,54,1,2,1980.0,8000.0,2,8300.0,South,692.0,36.21,38.21,Z,0
196,695,125100.0,0.189,8.0,1,6,5700.0,53,1,0,3100.0,13320.0,1,15330.0,North,694.0,57.3,87.54,X,0
486,617,39800.0,0.368,4.1,1,4,6100.0,21,0,2,2270.0,2060.0,3,12410.0,South,617.0,49.45,1.7,Z,1
998,777,37100.0,0.289,0.4,0,9,6300.0,21,1,0,1690.0,880.0,3,5930.0,East,779.0,59.9,47.34,X,0
455,805,57300.0,0.224,8.8,0,4,36900.0,59,0,0,1770.0,15180.0,1,12640.0,West,810.0,48.64,46.77,Z,0
393,685,75700.0,0.218,10.0,1,11,7600.0,46,0,2,2470.0,8710.0,2,11600.0,East,686.0,27.77,53.1,X,0
198,663,23600.0,0.23,1.7,1,8,7400.0,26,1,1,3020.0,10560.0,3,2930.0,East,668.0,54.33,39.97,X,0
185,649,94600.0,0.254,1.4,0,6,16900.0,33,1,2,1400.0,13670.0,3,3990.0,East,642.0,37.76,82.32,Z,0
716,612,58800.0,0.49,3.5,1,5,14400.0,46,0,2,2780.0,1220.0,5,5190.0,West,610.0,29.66,2.27,Z,1
440,582,65000.0,0.236,7.7,2,7,37400.0,55,1,1,1970.0,26980.0,2,8250.0,South,582.0,45.89,85.45,X,0
679,722,47200.0,0.076,11.8,0,8,8800.0,41,1,2,3650.0,3340.0,5,3400.0,East,722.0,55.8,95.33,X,0
950,774,26500.0,0.305,5.5,1,7,14800.0,32,0,1,1770.0,27190.0,3,6800.0,South,776.0,50.41,22.16,X,0
384,614,29800.0,0.472,6.4,0,8,26500.0,32,0,3,2130.0,3740.0,5,5910.0,North,615.0,51.87,53.51,X,0
465,643,39000.0,0.267,2.0,2,4,20600.0,42,1,3,2660.0,13020.0,5,6900.0,South,644.0,63.01,41.8,Y,0
266,623,54100.0,0.325,1.8,0,8,6200.0,34,0,2,3460.0,2980.0,4,7300.0,North,628.0,39.86,61.05,X,0
219,589,27300.0,0.185,12.6,0,4,15600.0,56,0,1,3440.0,600.0,3,5300.0,West,589.0,35.07,78.92,Y,0
459,823,47700.0,0.344,3.2,2,5,16700.0,37,1,2,1860.0,5660.0,0,5710.0,North,823.0,57.38,70.32,Y,0
374,644,28800.0,0.303,9.1,1,9,2800.0,27,0,0,1970.0,1270.0,0,6080.0,East,640.0,62.55,34.31,X,0
166,698,93100.0,0.273,7.3,2,6,4400.0,55,0,1,1940.0,1240.0,3,8120.0,North,699.0,36.2,68.05,Z,0
822,742,92700.0,0.158,2.0,2,8,7700.0,43,1,1,1540.0,540.0,2,6860.0,West,737.0,56.84,52.86,X,0
412,588,33300.0,0.279,1.4,0,6,8200.0,33,1,0,3360.0,16350.0,2,6560.0,North,597.0,71.21,52.71,Y,0
146,673,30500.0,0.292,9.4,0,4,14700.0,40,1,2,3660.0,2080.0,3,6490.0,North,673.0,60.26,89.4,X,0
290,677,75000.0,0.167,2.9,0,5,6500.0,41,0,1,2690.0,6580.0,0,1580.0,South,677.0,47.02,40.1,Z,0
526,603,26500.0,0.344,1.0,0,4,11700.0,52,1,6,2540.0,1090.0,2,19040.0,East,601.0,43.13,91.38,Y,0
691,608,49100.0,0.353,3.1,0,8,4900.0,49,0,1,2460.0,8020.0,1,4000.0,North,612.0,68.98,48.24,Y,1
869,786,82800.0,0.298,9.7,0,7,13100.0,23,1,1,3030.0,3450.0,1,6610.0,West,785.0,71.0,94.38,X,0
89,566,70300.0,0.519,11.2,0,3,5800.0,22,1,1,1930.0,6540.0,1,3890.0,North,567.0,38.84,94.31,Z,1
278,618,47700.0,0.353,3.4,1,11,6300.0,34,1,0,2150.0,1770.0,1,9790.0,North,615.0,68.76,51.5,X,0
881,699,40800.0,0.412,7.3,0,8,15900.0,64,1,3,2750.0,1860.0,3,2330.0,North,697.0,34.06,48.05,Y,0
575,603,129500.0,0.254,12.3,1,14,6000.0,67,1,1,650.0,23270.0,5,3910.0,North,608.0,49.21,55.95,Z,1
477,608,20300.0,0.142,3.3,2,10,7500.0,34,1,0,3850.0,2310.0,3,4920.0,West,616.0,34.88,97.16,Z,0
949,712,109600.0,0.376,6.4,0,5,6100.0,27,1,2,2740.0,2880.0,1,10170.0,West,710.0,44.85,84.05,X,0
43,826,36700.0,0.566,1.9,0,7,8100.0,55,1,3,1830.0,16760.0,3,1480.0,North,826.0,46.79,29.68,X,0
174,480,78300.0,0.121,5.6,1,13,36200.0,45,1,1,970.0,3800.0,4,10060.0,North,478.0,45.4,66.59,X,1
108,696,37200.0,0.372,3.0,2,4,10500.0,25,0,0,2670.0,92050.0,3,4970.0,East,695.0,72.04,38.02,Z,1
253,735,28000.0,0.475,2.1,0,5,18400.0,23,1,0,1390.0,1810.0,3,6080.0,East,731.0,50.62,89.4,X,0
135,556,59200.0,0.351,11.9,0,10,13200.0,21,1,2,2630.0,390.0,2,10490.0,North,560.0,40.77,64.07,X,0
360,698,83000.0,0.362,0.2,0,5,12300.0,40,1,1,3510.0,11790.0,2,8320.0,West,695.0,61.04,56.21,Y,0
