student_id,study_hours,attendance_pct,prev_score,doubt_sessions,final_score
3664,5.4,95.9,49.2,4,33.7
3665,7.7,89.9,51.6,1,31.0
3666,7.5,33.3,63.6,5,22.6
3667,6.6,56.5,46.4,2,28.9
3668,4.1,72.5,60.0,2,31.2
3669,6.5,61.5,45.4,2,27.4
3670,9.0,82.2,44.8,0,28.6
3671,11.3,80.8,50.1,8,40.3
3672,7.5,87.3,68.0,4,34.2
3673,8.0,95.6,57.1,0,38.5
3674,8.4,66.4,49.8,7,34.5
3675,5.3,100.0,81.7,3,44.1
3676,1.6,53.9,56.7,6,25.4
3677,4.5,59.0,69.4,2,21.3
3678,5.4,58.5,63.5,2,31.3
3679,6.4,61.7,71.2,2,30.2
3680,5.8,84.7,58.4,3,23.9
3681,3.8,99.8,49.4,3,31.1
3682,4.2,53.1,64.4,0,27.5
3683,4.9,86.0,65.9,12,48.0
3684,3.2,93.1,69.3,8,37.3
3685,3.2,79.5,67.5,2,24.0
3686,0.9,45.4,66.9,5,28.5
3687,4.2,82.1,45.3,2,22.0
3688,5.3,88.9,75.5,3,39.5
3689,3.4,49.0,75.5,3,36.6
3690,4.3,68.3,59.5,4,28.9
3691,5.1,91.4,65.4,3,21.3
3692,2.1,80.9,63.6,0,22.8
3693,3.2,92.8,83.3,2,32.1
3694,2.5,95.0,39.4,1,23.3
3695,6.0,57.3,58.7,5,25.7
3696,2.0,58.2,72.3,0,30.3
3697,4.9,89.4,39.5,1,32.8
3698,0.0,71.1,53.9,4,9.7
3699,9.2,88.8,88.9,2,42.2
3700,6.3,84.3,44.0,3,35.2
