student_id,city,gender,income_bracket,school_name,final_score,passed
2537,Lucknow,Female,>20L,School_002,66.8,1
2538,Kota,Female,5-10L,School_001,54.9,0
2539,Lucknow,Male,<5L,School_006,59.0,0
2540,Lucknow,Male,5-10L,School_003,61.7,1
2541,Pune,Male,5-10L,School_002,35.6,0
2542,Bengaluru,Male,5-10L,School_001,64.9,1
2543,Lucknow,Male,>20L,School_009,35.6,0
2544,Delhi,Female,>20L,School_002,52.7,0
2545,Mumbai,Female,<5L,School_005,67.0,1
2546,Pune,Male,<5L,School_001,59.8,0
2547,Delhi,Male,5-10L,School_012,65.3,1
2548,Patna,Female,10-20L,School_002,54.4,0
2549,Lucknow,Female,10-20L,School_003,55.0,0
2550,Pune,Male,10-20L,School_033,60.5,1
2551,Kota,Female,5-10L,School_010,44.6,0
2552,Hyderabad,Female,<5L,School_011,57.4,0
2553,Pune,Male,10-20L,School_002,57.2,0
2554,Mumbai,Male,<5L,School_019,53.1,0
2555,Hyderabad,Male,10-20L,School_002,70.6,1
2556,Hyderabad,Female,<5L,School_051,58.8,0
2557,Mumbai,Male,5-10L,School_027,65.3,1
2558,Lucknow,Female,>20L,School_007,63.6,1
2559,Bengaluru,Female,5-10L,School_018,52.1,0
2560,Lucknow,Female,<5L,School_004,70.6,1
2561,Lucknow,Male,5-10L,School_010,65.2,1
2562,Hyderabad,Male,10-20L,School_001,50.6,0
2563,Kota,Male,<5L,School_051,63.0,1
2564,Kota,Male,<5L,School_015,61.4,1
2565,Hyderabad,Male,<5L,School_001,61.7,1
2566,Mumbai,Male,5-10L,School_001,61.8,1
2567,Delhi,Male,5-10L,School_005,67.0,1
2568,Bengaluru,Male,5-10L,School_012,56.4,0
2569,Patna,Male,5-10L,School_001,72.6,1
2570,Lucknow,Male,10-20L,School_042,58.7,0
2571,Lucknow,Female,<5L,School_002,35.9,0
2572,Delhi,Male,>20L,School_053,66.2,1
2573,Kota,Male,>20L,School_011,62.0,1
2574,Kota,Female,5-10L,School_003,50.6,0
2575,Hyderabad,Female,5-10L,School_002,32.9,0
2576,Bengaluru,Female,10-20L,School_001,48.2,0
2577,Delhi,Female,5-10L,School_001,60.2,1
2578,Hyderabad,Female,10-20L,School_006,67.9,1
2579,Hyderabad,Male,5-10L,School_013,61.7,1
2580,Patna,Female,10-20L,School_029,68.4,1
2581,Bengaluru,Male,5-10L,School_002,56.1,0
2582,Delhi,Male,5-10L,School_036,48.1,0
2583,Patna,Female,>20L,School_001,61.6,1
2584,Delhi,Male,<5L,School_036,54.3,0
2585,Mumbai,Female,10-20L,School_031,58.3,0
2586,Lucknow,Male,5-10L,School_001,53.7,0
2587,Pune,Male,5-10L,School_022,66.8,1
2588,Hyderabad,Male,5-10L,School_009,37.2,0
2589,Delhi,Male,<5L,School_009,23.7,0
2590,Hyderabad,Male,<5L,School_019,49.4,0
2591,Pune,Male,10-20L,School_004,86.0,1
2592,Patna,Female,<5L,School_003,53.0,0
2593,Hyderabad,Female,10-20L,School_002,40.8,0
2594,Patna,Male,>20L,School_022,76.0,1
2595,Lucknow,Female,>20L,School_028,69.6,1
2596,Lucknow,Male,>20L,School_001,67.7,1
2597,Mumbai,Male,10-20L,School_013,57.7,0
2598,Lucknow,Male,<5L,School_001,62.0,1
2599,Bengaluru,Female,>20L,School_001,57.8,0
2600,Pune,Female,<5L,School_001,45.0,0
2601,Kota,Female,10-20L,School_005,75.1,1
2602,Hyderabad,Female,10-20L,School_001,60.2,1
2603,Delhi,Male,10-20L,School_001,66.7,1
2604,Delhi,Female,5-10L,School_001,63.0,1
2605,Lucknow,Female,<5L,School_002,47.1,0
2606,Lucknow,Male,5-10L,School_013,71.1,1
2607,Bengaluru,Male,5-10L,School_001,58.7,0
2608,Lucknow,Male,<5L,School_003,68.6,1
2609,Kota,Male,<5L,School_005,61.7,1
2610,Hyderabad,Male,10-20L,School_001,48.4,0
2611,Delhi,Female,>20L,School_001,70.2,1
2612,Pune,Male,<5L,School_029,48.0,0
2613,Delhi,Female,<5L,School_053,51.0,0
2614,Pune,Female,<5L,School_020,46.9,0
2615,Kota,Female,<5L,School_001,50.1,0
2616,Pune,Female,<5L,School_012,58.2,0
2617,Pune,Male,5-10L,School_003,76.5,1
2618,Mumbai,Female,5-10L,School_001,37.8,0
2619,Kota,Female,5-10L,School_003,72.5,1
2620,Lucknow,Male,<5L,School_032,75.8,1
2621,Pune,Male,10-20L,School_024,56.0,0
2622,Bengaluru,Male,5-10L,School_002,51.1,0
2623,Mumbai,Male,5-10L,School_001,63.8,1
2624,Pune,Female,5-10L,School_028,73.5,1
2625,Patna,Male,>20L,School_050,60.9,1
2626,Bengaluru,Female,<5L,School_004,63.6,1
2627,Mumbai,Male,10-20L,School_001,59.5,0
2628,Hyderabad,Female,5-10L,School_004,71.4,1
2629,Lucknow,Male,>20L,School_009,46.6,0
2630,Pune,Male,5-10L,School_003,70.7,1
2631,Mumbai,Female,5-10L,School_002,47.9,0
2632,Lucknow,Male,10-20L,School_001,61.4,1
2633,Kota,Female,10-20L,School_001,55.7,0
2634,Patna,Female,<5L,School_001,48.7,0
2635,Kota,Male,<5L,School_001,52.9,0
2636,Pune,Female,>20L,School_040,56.0,0
2637,Lucknow,Male,<5L,School_001,44.7,0
2638,Delhi,Male,5-10L,School_010,69.0,1
2639,Mumbai,Female,>20L,School_014,68.4,1
2640,Lucknow,Male,<5L,School_002,36.2,0
2641,Patna,Female,<5L,School_005,81.8,1
2642,Patna,Male,<5L,School_001,48.0,0
2643,Delhi,Male,<5L,School_007,56.5,0
2644,Delhi,Male,5-10L,School_009,39.2,0
2645,Kota,Female,5-10L,School_010,58.4,0
2646,Hyderabad,Female,5-10L,School_003,66.8,1
2647,Patna,Female,<5L,School_045,41.5,0
2648,Lucknow,Female,10-20L,School_022,71.1,1
2649,Kota,Female,10-20L,School_005,96.2,1
2650,Patna,Female,5-10L,School_008,36.9,0
2651,Kota,Female,<5L,School_001,54.6,0
2652,Mumbai,Male,5-10L,School_037,61.9,1
2653,Pune,Female,10-20L,School_007,51.0,0
2654,Mumbai,Male,5-10L,School_027,49.5,0
2655,Hyderabad,Male,10-20L,School_001,78.3,1
2656,Patna,Female,5-10L,School_049,49.9,0
2657,Mumbai,Female,5-10L,School_001,74.7,1
2658,Mumbai,Female,<5L,School_004,67.2,1
2659,Delhi,Female,5-10L,School_001,58.6,0
2660,Delhi,Male,10-20L,School_001,64.8,1
2661,Bengaluru,Female,10-20L,School_012,73.9,1
2662,Bengaluru,Male,<5L,School_001,63.5,1
2663,Patna,Male,>20L,School_002,60.7,1
2664,Pune,Female,10-20L,School_001,62.2,1
2665,Patna,Male,5-10L,School_020,53.1,0
2666,Lucknow,Female,5-10L,School_001,68.8,1
2667,Lucknow,Female,10-20L,School_002,60.8,1
2668,Delhi,Male,<5L,School_021,57.7,0
2669,Pune,Male,10-20L,School_008,52.7,0
2670,Patna,Male,10-20L,School_009,44.9,0
2671,Lucknow,Female,5-10L,School_052,57.3,0
2672,Delhi,Female,10-20L,School_001,58.0,0
2673,Lucknow,Female,5-10L,School_007,48.8,0
2674,Lucknow,Male,5-10L,School_011,56.8,0
2675,Delhi,Male,5-10L,School_011,62.3,1
2676,Mumbai,Female,>20L,School_009,53.3,0
2677,Kota,Female,5-10L,School_001,58.1,0
2678,Pune,Female,10-20L,School_001,77.6,1
2679,Delhi,Male,5-10L,School_013,63.1,1
2680,Mumbai,Male,>20L,School_006,96.8,1
2681,Mumbai,Female,>20L,School_001,72.0,1
2682,Kota,Male,<5L,School_001,58.0,0
2683,Pune,Female,>20L,School_004,68.9,1
2684,Kota,Male,5-10L,School_001,35.4,0
2685,Pune,Female,<5L,School_011,53.7,0
2686,Hyderabad,Male,5-10L,School_002,52.7,0
2687,Delhi,Female,<5L,School_016,75.3,1
2688,Pune,Male,5-10L,School_001,47.0,0
2689,Hyderabad,Male,<5L,School_003,76.6,1
2690,Mumbai,Male,5-10L,School_001,56.0,0
2691,Patna,Female,5-10L,School_013,69.5,1
2692,Patna,Male,5-10L,School_004,46.6,0
2693,Kota,Male,10-20L,School_001,62.1,1
2694,Patna,Male,>20L,School_042,56.9,0
2695,Kota,Female,5-10L,School_008,60.2,1
2696,Patna,Female,5-10L,School_002,52.0,0
2697,Hyderabad,Male,<5L,School_021,56.6,0
2698,Delhi,Male,5-10L,School_002,58.8,0
2699,Mumbai,Male,>20L,School_037,69.9,1
2700,Pune,Male,<5L,School_001,58.8,0
2701,Hyderabad,Female,10-20L,School_049,64.0,1
2702,Delhi,Female,10-20L,School_001,69.8,1
2703,Bengaluru,Male,5-10L,School_010,56.3,0
2704,Mumbai,Female,10-20L,School_001,50.2,0
2705,Pune,Male,5-10L,School_002,40.2,0
2706,Mumbai,Male,>20L,School_006,82.1,1
2707,Patna,Female,<5L,School_001,59.7,0
2708,Bengaluru,Male,<5L,School_001,54.8,0
2709,Lucknow,Female,10-20L,School_001,57.6,0
2710,Mumbai,Female,5-10L,School_011,59.2,0
2711,Delhi,Female,<5L,School_001,54.2,0
2712,Delhi,Male,5-10L,School_003,62.7,1
2713,Bengaluru,Female,5-10L,School_002,45.7,0
2714,Lucknow,Female,5-10L,School_001,75.3,1
2715,Bengaluru,Male,10-20L,School_035,62.2,1
2716,Pune,Female,10-20L,School_003,63.5,1
2717,Patna,Female,<5L,School_007,42.0,0
2718,Delhi,Male,5-10L,School_009,33.5,0
2719,Delhi,Female,>20L,School_017,80.4,1
2720,Hyderabad,Male,5-10L,School_001,64.1,1
2721,Lucknow,Male,10-20L,School_001,59.3,0
2722,Kota,Female,<5L,School_003,61.8,1
2723,Kota,Female,10-20L,School_001,58.6,0
2724,Bengaluru,Male,5-10L,School_001,49.2,0
2725,Lucknow,Female,>20L,School_031,81.5,1
2726,Kota,Female,10-20L,School_006,71.3,1
2727,Lucknow,Male,10-20L,School_002,74.1,1
2728,Bengaluru,Female,<5L,School_001,48.0,0
2729,Hyderabad,Female,10-20L,School_012,67.7,1
2730,Hyderabad,Female,<5L,School_004,70.0,1
2731,Pune,Female,<5L,School_001,52.1,0
2732,Bengaluru,Female,5-10L,School_049,41.8,0
2733,Patna,Female,5-10L,School_039,50.1,0
2734,Pune,Male,10-20L,School_033,62.0,1
2735,Patna,Female,>20L,School_018,62.4,1
2736,Lucknow,Female,<5L,School_004,62.2,1
2737,Delhi,Male,<5L,School_002,55.3,0
2738,Lucknow,Male,5-10L,School_007,64.4,1
2739,Pune,Female,10-20L,School_001,63.6,1
2740,Delhi,Male,5-10L,School_006,65.5,1
2741,Kota,Female,5-10L,School_001,56.0,0
2742,Delhi,Male,10-20L,School_001,65.4,1
2743,Kota,Female,10-20L,School_009,49.6,0
2744,Mumbai,Male,5-10L,School_002,51.7,0
2745,Bengaluru,Female,<5L,School_009,38.9,0
2746,Patna,Female,5-10L,School_013,61.1,1
2747,Patna,Female,>20L,School_018,48.3,0
2748,Patna,Female,5-10L,School_006,57.3,0
2749,Delhi,Male,<5L,School_020,53.8,0
2750,Delhi,Male,5-10L,School_007,60.0,1
2751,Hyderabad,Female,5-10L,School_033,71.0,1
2752,Patna,Male,5-10L,School_027,60.9,1
2753,Lucknow,Female,5-10L,School_001,65.0,1
2754,Delhi,Male,>20L,School_001,74.6,1
2755,Hyderabad,Female,5-10L,School_002,59.2,0
2756,Bengaluru,Male,5-10L,School_001,53.2,0
2757,Pune,Female,5-10L,School_001,56.6,0
2758,Pune,Female,>20L,School_023,71.6,1
2759,Bengaluru,Female,10-20L,School_001,53.1,0
2760,Patna,Female,5-10L,School_001,61.8,1
2761,Lucknow,Male,10-20L,School_012,77.0,1
2762,Mumbai,Female,5-10L,School_001,54.2,0
2763,Lucknow,Male,>20L,School_001,79.8,1
2764,Kota,Female,5-10L,School_044,60.2,1
2765,Kota,Male,<5L,School_012,60.2,1
2766,Bengaluru,Female,10-20L,School_003,66.5,1
2767,Patna,Female,5-10L,School_001,52.4,0
2768,Mumbai,Male,10-20L,School_001,64.4,1
2769,Bengaluru,Male,5-10L,School_048,55.2,0
2770,Delhi,Male,5-10L,School_014,76.8,1
2771,Patna,Male,<5L,School_001,58.9,0
2772,Pune,Male,10-20L,School_009,46.6,0
2773,Lucknow,Male,<5L,School_002,45.5,0
2774,Patna,Female,>20L,School_010,51.1,0
2775,Mumbai,Male,10-20L,School_001,60.3,1
2776,Lucknow,Male,5-10L,School_001,51.2,0
2777,Lucknow,Male,<5L,School_001,61.6,1
2778,Lucknow,Male,>20L,School_001,63.8,1
2779,Patna,Male,5-10L,School_021,83.0,1
2780,Lucknow,Male,<5L,School_026,60.5,1
2781,Lucknow,Male,5-10L,School_008,61.5,1
2782,Hyderabad,Male,<5L,School_011,56.8,0
2783,Kota,Female,5-10L,School_001,59.7,0
2784,Lucknow,Female,10-20L,School_002,59.5,0
2785,Hyderabad,Male,>20L,School_027,73.9,1
2786,Hyderabad,Male,10-20L,School_050,61.8,1
2787,Patna,Male,<5L,School_003,65.3,1
2788,Hyderabad,Male,5-10L,School_013,84.6,1
2789,Kota,Male,5-10L,School_035,56.6,0
2790,Kota,Female,>20L,School_054,65.8,1
2791,Kota,Male,<5L,School_001,48.5,0
2792,Delhi,Female,5-10L,School_007,44.9,0
2793,Mumbai,Male,>20L,School_002,66.8,1
2794,Lucknow,Female,5-10L,School_003,65.9,1
2795,Lucknow,Male,<5L,School_003,63.8,1
2796,Delhi,Female,5-10L,School_001,72.8,1
2797,Pune,Female,5-10L,School_001,78.1,1
2798,Patna,Male,>20L,School_012,64.7,1
2799,Lucknow,Male,<5L,School_009,43.7,0
2800,Bengaluru,Female,<5L,School_019,58.2,0
