batch_id,batch_fee_revenue,session_duration_minutes,monthly_queries,mock_test_avg,profit_margin_pct
5623,17017.0,44.1,1,53.6,18.57
5624,6828.0,62.2,7,82.1,1.57
5625,6407.0,10.0,4,41.4,-7.82
5626,11971.0,13.1,3,71.9,9.92
5627,1224.0,38.2,1,72.4,11.43
5628,16909.0,5.1,5,57.2,7.49
5629,9549.0,54.6,4,44.5,-1.15
5630,21584.0,72.7,3,67.1,10.14
5631,6519.0,6.5,6,50.2,2.62
5632,10038.0,62.1,3,78.1,26.76
5633,3017.0,34.9,5,66.3,7.89
5634,6096.0,92.1,3,64.8,8.4
5635,12178.0,46.6,4,66.3,0.11
5636,9496.0,34.1,2,74.0,10.15
5637,5682.0,42.4,4,64.7,19.75
5638,6749.0,69.4,6,71.5,-1.67
5639,12798.0,44.3,2,69.3,1.5
5640,3334.0,40.5,2,58.6,-12.41
5641,37618.0,16.6,6,78.2,4.03
5642,11426.0,53.0,6,84.1,19.15
5643,29240.0,40.4,2,78.2,-6.08
5644,13985.0,119.9,6,66.3,1.08
5645,24855.0,39.4,6,73.0,-2.18
5646,17692.0,37.7,4,52.1,2.02
5647,28173.0,27.3,3,55.0,-2.48
5648,27690.0,61.5,4,54.3,1.24
5649,10431.0,35.2,5,57.8,-5.6
5650,6081.0,26.1,2,74.8,6.3
5651,11853.0,104.5,3,54.9,13.11
5652,4879.0,116.4,4,57.2,11.27
5653,14193.0,30.4,2,46.7,-12.37
5654,6747.0,21.5,2,56.5,16.25
5655,22837.0,78.7,1,44.8,10.83
5656,12066.0,24.2,3,75.4,14.6
5657,10521.0,218.5,4,62.9,-3.5
5658,8607.0,36.8,5,75.8,-0.95
5659,22931.0,71.4,2,81.1,10.47
5660,10037.0,18.3,2,70.3,20.09
5661,16020.0,39.2,4,68.7,-4.12
5662,29801.0,77.3,2,66.3,6.9
5663,22745.0,52.2,4,59.6,8.34
5664,6581.0,29.0,2,38.8,1.25
5665,16922.0,175.5,9,66.9,7.53
5666,29114.0,62.5,1,56.4,-0.16
5667,12320.0,34.9,4,52.9,15.91
5668,7732.0,27.9,7,57.8,-10.1
5669,7633.0,34.1,5,64.4,7.15
5670,13427.0,90.5,1,73.0,-0.2
5671,51774.0,25.2,6,52.9,3.81
5672,20771.0,40.9,4,49.7,-3.76
5673,8535.0,24.5,8,77.6,-22.53
5674,27232.0,85.5,7,71.3,17.99
5675,4250.0,36.4,7,74.2,10.9
5676,9700.0,67.5,5,61.5,8.18
5677,19935.0,56.5,2,48.1,4.15
5678,10583.0,28.3,3,80.5,7.24
5679,38722.0,61.2,3,79.6,1.67
5680,34373.0,70.7,3,57.6,5.54
5681,2665.0,20.1,4,69.7,17.0
5682,17022.0,61.4,2,77.8,-1.07
5683,4975.0,343.4,5,94.4,-3.2
5684,4835.0,33.6,2,79.2,21.3
5685,4507.0,59.1,1,71.5,0.19
5686,7924.0,18.0,1,62.3,6.56
5687,10511.0,53.0,3,59.5,3.04
5688,32256.0,28.2,3,64.2,9.9
5689,20529.0,63.8,2,57.0,10.35
5690,17030.0,39.0,3,72.5,5.67
5691,15227.0,19.7,5,66.7,-4.11
5692,5270.0,78.1,2,62.2,-3.88
5693,9061.0,35.3,2,53.0,5.24
5694,25079.0,21.8,2,66.4,20.9
5695,20918.0,41.8,3,61.1,-11.39
5696,18657.0,22.4,5,69.7,3.62
5697,3178.0,51.0,3,53.8,8.71
5698,18571.0,38.7,1,73.2,-0.57
5699,1786.0,32.1,3,63.8,6.6
5700,4473.0,60.1,1,88.0,3.59
5701,20820.0,18.6,4,56.1,11.63
5702,9977.0,72.3,4,88.7,19.34
5703,29336.0,11.9,5,99.9,1.69
5704,2464.0,106.3,2,65.0,7.17
5705,20683.0,44.9,1,89.8,8.49
5706,34261.0,34.3,0,79.1,5.91
5707,39527.0,25.7,3,51.1,4.55
5708,15473.0,56.0,4,59.0,-14.67
5709,40732.0,36.5,2,77.8,5.29
5710,6029.0,36.1,8,69.4,-5.11
5711,9041.0,75.1,4,76.3,0.52
5712,21178.0,30.9,2,71.0,8.25
5713,5779.0,34.8,5,83.4,9.44
5714,18037.0,52.1,3,63.1,0.32
5715,22247.0,77.0,6,53.3,0.17
5716,44194.0,36.7,4,58.0,1.78
5717,17682.0,44.3,3,65.6,-5.1
5718,6059.0,41.3,5,55.1,18.13
5719,15912.0,63.1,6,65.6,19.83
5720,32975.0,99.2,3,63.4,2.58
5721,5053.0,22.8,2,62.2,18.64
5722,24128.0,37.1,0,65.4,11.18
5723,17322.0,39.1,0,61.2,-5.35
5724,29623.0,57.5,2,77.7,12.45
5725,20444.0,99.9,6,67.1,10.21
5726,23179.0,39.8,6,75.0,5.62
5727,28253.0,45.7,1,48.7,-8.79
5728,29759.0,79.9,4,66.2,-1.12
5729,5875.0,18.9,5,60.2,-16.37
5730,21668.0,25.2,10,42.6,3.92
5731,15234.0,30.6,3,90.2,1.6
5732,20496.0,40.0,5,50.1,-5.78
5733,39859.0,46.2,3,75.6,-7.0
5734,15728.0,29.3,6,74.8,16.08
5735,3867.0,116.4,2,79.6,-9.38
5736,4517.0,26.1,5,60.6,10.7
5737,27433.0,35.5,3,35.3,5.1
5738,9001.0,77.6,5,73.4,15.21
5739,14826.0,64.1,3,64.6,-10.35
5740,18336.0,39.8,5,73.7,5.11
5741,17289.0,50.4,5,64.0,15.28
5742,13710.0,65.9,5,81.3,2.68
5743,41088.0,39.8,0,72.1,-8.47
5744,23425.0,59.4,2,61.8,-13.29
5745,9147.0,22.9,10,94.7,-2.12
5746,6528.0,41.8,6,58.9,13.21
5747,8012.0,14.7,2,39.9,17.81
5748,30290.0,23.2,3,67.4,4.69
5749,28895.0,19.9,3,71.8,12.1
5750,24341.0,85.4,3,72.9,13.13
5751,14892.0,30.1,1,59.6,9.59
5752,23797.0,47.8,2,65.9,-3.32
5753,15853.0,22.7,6,56.0,10.67
5754,4552.0,35.2,2,61.1,-4.81
5755,18209.0,33.6,4,74.0,5.2
5756,9484.0,23.6,3,59.8,11.32
5757,9879.0,67.0,3,74.6,13.87
5758,4342.0,14.4,2,63.1,3.17
5759,12414.0,58.1,2,67.1,14.37
5760,5503.0,200.1,6,62.2,17.89
5761,5079.0,24.0,4,79.7,12.95
5762,9118.0,40.3,3,67.4,3.9
5763,5289.0,15.3,2,56.7,7.12
5764,19099.0,38.8,4,67.5,4.55
5765,8912.0,13.7,8,80.1,4.84
5766,15101.0,57.6,2,69.2,10.88
5767,36996.0,29.1,5,53.4,14.17
5768,17810.0,12.7,6,56.9,4.52
5769,10800.0,17.7,1,53.6,11.07
5770,21386.0,14.8,4,82.1,6.68
5771,13514.0,32.7,1,68.1,5.83
5772,13198.0,65.4,5,76.3,-4.29
5773,16148.0,30.4,2,75.7,7.84
5774,12669.0,18.9,3,61.9,3.42
5775,9664.0,23.2,5,78.9,7.02
5776,10437.0,41.4,6,64.4,13.43
5777,18761.0,8.7,2,69.6,11.15
5778,9153.0,54.9,3,41.6,10.82
5779,34842.0,49.0,2,64.4,-0.08
5780,18273.0,8.5,2,60.6,-9.9
5781,20070.0,78.5,2,56.3,0.92
5782,18212.0,14.0,4,67.9,4.23
5783,44057.0,33.3,5,50.2,6.1
5784,29323.0,77.9,3,62.1,16.43
5785,1944.0,13.9,3,34.8,7.05
5786,2294.0,12.2,3,62.5,17.11
5787,4214.0,19.0,2,56.8,0.77
5788,7304.0,19.4,4,85.8,-5.28
5789,14077.0,34.6,2,67.3,12.07
5790,9632.0,27.3,6,72.2,-5.65
5791,20918.0,27.7,3,30.1,-9.61
5792,33710.0,27.9,3,59.8,-0.61
5793,10109.0,33.5,3,51.0,7.34
5794,38580.0,22.2,4,80.7,14.12
5795,15750.0,45.8,4,76.5,4.43
5796,19971.0,37.4,4,66.4,12.4
5797,26121.0,20.1,1,66.9,4.16
5798,20071.0,114.5,1,66.2,-10.14
5799,12397.0,17.2,3,64.2,-5.45
5800,1388.0,58.8,4,72.6,-10.52
5801,33242.0,23.8,2,71.9,2.52
5802,7270.0,46.8,3,63.1,-14.26
5803,26916.0,51.7,5,56.2,-8.42
5804,21996.0,63.7,3,84.2,-3.14
5805,11581.0,89.9,5,59.8,12.21
5806,27339.0,22.5,1,56.2,8.98
5807,9356.0,217.3,3,92.7,0.83
5808,3989.0,48.4,4,66.2,5.97
5809,19262.0,23.0,4,63.2,1.98
5810,11274.0,16.5,6,48.8,28.44
5811,5243.0,159.6,2,52.7,-10.61
5812,5178.0,104.1,2,81.5,-13.91
5813,3126.0,37.6,4,61.3,-12.99
5814,34866.0,60.7,5,79.0,-8.6
5815,19610.0,85.4,3,52.4,0.92
5816,40797.0,40.6,1,75.2,12.29
5817,3857.0,29.5,5,67.2,1.85
5818,9343.0,37.4,1,60.6,1.56
5819,14132.0,64.0,1,44.4,2.56
5820,14104.0,38.8,3,81.7,5.57
5821,2819.0,18.0,4,67.4,-4.29
5822,11381.0,60.8,3,65.6,9.37
5823,8593.0,13.3,5,76.5,3.33
5824,3726.0,24.2,3,53.9,5.9
5825,6344.0,81.9,4,83.0,8.6
5826,2946.0,44.3,3,75.8,8.78
5827,9306.0,44.2,9,72.8,10.71
5828,11947.0,40.9,3,73.4,-3.97
5829,7752.0,72.2,3,58.3,7.87
5830,16157.0,37.1,3,64.3,-10.04
5831,39202.0,11.6,1,71.6,-14.87
5832,14323.0,44.5,7,60.2,0.32
5833,25891.0,5.8,1,82.5,7.23
5834,2398.0,10.9,3,76.2,7.85
5835,19855.0,101.1,2,83.0,6.76
5836,30392.0,72.4,5,48.3,11.09
5837,2744.0,28.8,2,84.8,-12.03
5838,40001.0,36.5,3,60.5,-1.29
5839,3553.0,40.3,3,57.2,1.54
5840,30589.0,70.7,4,62.8,-3.6
5841,9615.0,23.8,2,83.3,6.42
5842,16127.0,22.3,6,71.8,8.66
5843,48347.0,26.0,1,71.1,6.27
5844,30457.0,41.6,0,78.7,4.56
5845,19423.0,44.9,4,79.3,23.95
5846,6431.0,30.0,2,80.1,4.23
5847,5624.0,60.9,4,77.6,3.8
5848,7884.0,20.4,3,70.0,14.31
5849,11794.0,36.4,2,72.5,19.64
5850,13955.0,25.0,3,50.0,-4.39
5851,15835.0,20.6,5,64.5,-5.11
5852,5529.0,81.1,5,40.0,15.54
5853,5730.0,31.4,4,65.1,13.54
5854,29403.0,20.6,2,67.4,11.14
5855,15236.0,39.1,3,57.1,1.44
5856,5280.0,20.7,0,59.9,9.5
5857,16439.0,55.1,6,78.7,-8.69
5858,28921.0,64.4,4,61.9,-6.39
5859,20150.0,71.7,3,66.3,17.39
5860,4747.0,20.0,4,88.8,-7.35
5861,9442.0,34.9,5,69.9,2.32
5862,2815.0,118.5,6,77.0,9.25
5863,8595.0,33.5,3,71.4,6.46
5864,4433.0,83.1,1,72.8,-5.9
5865,1960.0,97.5,2,79.5,-1.5
5866,11280.0,16.4,3,63.3,8.8
5867,6802.0,80.4,3,74.8,-0.16
5868,2617.0,60.7,2,60.1,18.15
5869,14768.0,65.5,0,60.9,2.45
5870,23707.0,108.0,3,73.2,19.63
5871,6523.0,50.8,3,58.4,3.49
5872,28117.0,40.2,3,34.5,14.45
5873,5167.0,55.7,2,62.9,7.47
5874,24812.0,31.0,4,81.0,4.22
5875,612.0,51.9,2,53.6,-8.27
5876,19932.0,11.1,1,72.5,8.68
5877,16878.0,110.6,2,61.1,4.26
5878,20969.0,27.6,5,47.4,6.71
5879,16972.0,53.3,6,61.6,-1.2
5880,19350.0,46.4,1,38.1,-4.72
5881,9429.0,40.8,4,79.5,-4.96
5882,3027.0,41.0,3,60.6,2.57
5883,26785.0,39.8,5,69.7,11.48
5884,6925.0,14.0,4,65.1,0.43
5885,37107.0,27.4,0,47.4,-6.33
5886,5750.0,79.6,5,60.4,-3.95
5887,13825.0,20.4,2,79.1,-6.72
5888,5234.0,20.0,0,74.6,-11.0
5889,19153.0,140.0,0,60.6,-0.06
5890,2474.0,80.2,3,56.4,-2.5
5891,12387.0,99.7,1,64.1,0.08
5892,9145.0,37.9,1,49.5,19.85
5893,13903.0,45.1,1,67.9,11.57
5894,2791.0,61.0,1,45.5,16.07
5895,16105.0,53.9,2,56.0,3.59
5896,12407.0,36.2,4,74.9,5.73
5897,53328.0,15.6,2,64.8,-3.64
5898,10123.0,24.3,3,57.1,-12.08
5899,3358.0,15.1,4,66.6,-10.49
5900,16678.0,99.9,2,61.7,0.18
5901,27051.0,29.8,3,67.8,7.57
5902,29751.0,34.0,4,77.7,23.08
5903,489.0,45.2,2,63.7,2.74
5904,12157.0,38.3,7,44.7,-10.05
5905,11289.0,52.3,2,69.9,0.09
5906,20608.0,25.8,5,55.4,7.86
5907,1581.0,14.9,2,78.5,-6.78
5908,32816.0,110.5,3,76.5,-0.83
5909,6546.0,24.4,4,64.7,7.85
5910,3543.0,28.2,4,70.3,4.48
5911,13343.0,23.2,3,47.6,7.3
5912,15980.0,26.9,3,44.3,4.05
5913,3820.0,38.1,1,60.8,3.35
5914,27054.0,59.4,4,69.0,15.56
5915,17754.0,19.7,4,81.0,11.51
5916,10638.0,44.8,2,57.0,5.84
5917,17171.0,24.9,4,54.0,8.28
5918,18931.0,78.1,7,54.8,3.18
5919,22893.0,17.7,4,56.1,3.2
5920,18179.0,39.8,5,67.0,7.3
5921,15449.0,57.9,5,48.0,5.57
5922,31167.0,16.3,4,73.9,26.18
5923,20942.0,40.0,4,49.4,6.02
5924,27190.0,40.8,2,91.7,7.55
5925,8209.0,23.0,3,63.4,22.66
5926,12332.0,32.7,4,66.1,-4.15
5927,18409.0,68.2,5,45.3,4.97
5928,7500.0,43.3,4,68.4,15.1
5929,18645.0,28.9,4,42.3,5.92
5930,62613.0,32.8,3,74.9,3.7
5931,12383.0,48.9,2,57.3,-3.24
5932,32192.0,80.5,1,67.9,4.25
5933,2171.0,60.3,3,71.0,-2.13
5934,13764.0,58.0,5,76.0,13.27
5935,1916.0,96.1,0,80.9,9.06
5936,11749.0,14.5,1,78.3,1.57
5937,10528.0,15.5,3,73.8,14.24
5938,28793.0,9.3,6,57.7,-4.81
5939,27515.0,61.5,5,51.5,-3.44
5940,9579.0,9.2,4,73.8,10.64
5941,8840.0,36.0,6,68.8,6.56
5942,2521.0,58.4,1,58.8,-5.91
5943,39653.0,15.9,5,64.3,-2.45
5944,32446.0,24.7,4,76.1,2.06
5945,7237.0,31.5,1,75.7,-1.54
5946,426.0,57.4,6,57.8,5.91
5947,20901.0,14.7,1,49.4,3.12
5948,1412.0,44.7,2,42.3,8.35
5949,15980.0,56.2,4,59.5,3.5
5950,62603.0,40.2,4,61.2,7.18
5951,3118.0,40.5,4,49.3,0.28
5952,15306.0,78.3,1,77.5,7.43
5953,2760.0,42.1,3,87.4,7.1
5954,9534.0,36.3,2,55.9,10.2
5955,11987.0,30.0,2,73.7,7.09
5956,28344.0,54.5,1,63.6,0.63
5957,23475.0,30.9,6,71.8,3.48
5958,5643.0,54.5,1,67.1,15.39
5959,20122.0,39.0,2,64.1,1.75
5960,15860.0,72.6,2,76.2,4.62
5961,10994.0,22.8,4,73.3,17.88
5962,8373.0,38.4,5,60.2,9.64
5963,18791.0,45.3,4,70.8,10.04
5964,34706.0,47.1,4,58.0,-3.64
5965,8679.0,72.7,1,64.6,-3.78
5966,2652.0,46.6,1,72.2,6.51
5967,69475.0,63.3,5,70.6,22.56
5968,20604.0,119.7,7,46.7,-11.65
5969,25495.0,61.0,0,72.0,-10.66
5970,23100.0,19.4,1,50.9,8.91
5971,10367.0,15.5,2,67.7,6.24
5972,13930.0,54.9,7,73.4,-4.55
5973,51323.0,29.2,3,47.4,11.85
5974,2792.0,43.7,4,52.4,5.63
5975,14343.0,33.0,4,74.7,-0.21
5976,23899.0,80.6,3,68.8,3.22
5977,17498.0,75.5,1,40.6,-0.78
5978,7816.0,18.6,4,76.4,6.57
5979,19519.0,43.2,6,57.8,-2.2
5980,12092.0,30.6,2,51.2,-5.94
5981,6211.0,16.7,2,68.1,-2.36
5982,6678.0,54.1,5,57.6,7.08
5983,11327.0,33.6,3,65.6,13.66
5984,21366.0,47.9,1,68.2,-1.64
5985,37200.0,162.6,3,93.8,-4.98
5986,10246.0,81.5,5,76.0,6.44
5987,3807.0,71.2,4,68.1,13.56
5988,21138.0,28.7,5,66.3,0.57
5989,5254.0,18.0,4,69.2,17.02
5990,41387.0,77.6,4,70.9,-2.87
5991,2931.0,30.5,4,57.7,16.32
5992,14632.0,37.6,4,71.1,9.9
5993,14417.0,29.2,2,56.9,-10.8
5994,17014.0,38.9,3,58.4,8.52
5995,27933.0,155.7,6,64.0,1.98
5996,17798.0,30.3,2,77.1,2.39
5997,8462.0,30.9,4,74.8,-2.43
5998,7116.0,41.4,4,30.1,4.07
5999,7303.0,43.5,5,79.4,-1.77
6000,9257.0,17.8,7,65.8,5.09
